V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1,Q68,Q22,Q74_1,Q63,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q21,Q24,Q26,Q27,Q28,Q75_1,Q75_2,Q75_6,Q75_7,Q75_12,Q75_13,Q75_15,Q75_17,Q75_22,Q75_24,Q75_30,Q75_34,Q75_35,Q75_36,Q75_37,Q89,Q70_1,Q70_2,Q70_3,Q70_4,Q95_1,Q95_2,Q95_3,Q95_4,Q95_5,Q95_6,Q95_7,Q95_8,Q95_9,Q95_10,Q95_11,Q95_12,Q95_13,Q95_14,Q95_15,Q96_1,Q96_2,Q96_3,Q96_4,Q96_5,Q96_6,Q96_7,Q96_8,Q96_9,Q96_10,Q96_11,Q96_13,Q60_1,Q60_2,Q60_3,Q60_4,Q60_5,Q60_6,Q60_7,Q60_8,Q60_9,Q60_10,Q60_11,Q60_12,Q215_1,Q215_2,Q215_3,Q215_4,Q215_5,Q215_6,Q23_1,Q23_2,Q23_3,Q23_4,Q60_1,Q60_2,Q60_3,Q60_4,Q60_5,Q60_6,Q65,Q67,Q69,Q75,Q71,Q72,Q73,Q74,Q75,LocationLatitude,LocationLongitude,LocationAccuracy,
R_2CCAzqqEP0sGFgM,Default Response Set,Anonymous,,,142.58.41.202,0,2017-11-21 16:46:07,2017-11-21 17:38:43,0,234,84509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_273GzMTXVjkzxYi,Default Response Set,Anonymous,,,142.58.41.232,0,2017-11-28 17:21:28,2017-11-28 18:08:58,1,284,68307,1,56,1,6,4,3,5,3,2,4,4,2,3,5,3,2,3,6,4,2,5,2,5,6,5,2,4,3,1,2,5,6,3,4,5,5,3,1,5,6,2,1,2,2,5,3,6,5,2,6,3,2,5,1,2,2,3,4,7,7,5,6,5,2,2,5,2,4,6,2,1,4,6,4,5,3,4,2,6,2,2,5,6,3,3,3,3,5,3,5,5,3,4,4,4,4,5,2,4,4,2,6,4,4,4,3,3,6,4,6,4,6,4,2,18,caucasian,not declared,6,4,2,2,1,49.264007568359,-122.93690490723,-1,
R_12kSZ07zcsOhlOH,Default Response Set,Anonymous,,,142.58.41.232,0,2017-11-29 15:23:27,2017-11-29 15:55:04,1,285,54506,1,30,1,6,3,6,1,5,2,3,1,1,6,1,2,2,1,6,2,3,4,3,5,6,4,2,4,2,2,5,4,4,3,6,6,6,2,1,6,6,4,5,3,5,3,2,4,6,5,5,5,2,6,1,3,4,1,4,5,7,5,3,6,6,7,3,3,6,2,3,1,6,4,6,3,2,6,6,5,4,2,2,1,1,7,4,5,5,3,4,4,5,2,2,3,3,2,5,7,2,3,2,4,4,3,4,3,5,5,3,1,3,5,2,19,Filipino/Swiss,Undecided,1,5,4,5,2,49.264007568359,-122.93690490723,-1,
R_28CypbhuaCcECvz,Default Response Set,Anonymous,,,142.58.41.232,0,2017-11-29 15:56:41,2017-11-29 16:18:30,1,286,48118,1,30,1,3,6,3,1,3,4,2,2,2,6,4,2,2,2,7,2,4,2,2,2,5,2,2,3,2,5,6,5,2,1,2,3,2,6,4,3,2,3,4,4,5,4,3,5,5,2,3,3,4,4,1,1,1,5,3,5,7,4,1,6,2,2,5,4,6,2,1,1,5,7,4,7,4,4,4,1,4,6,2,6,2,2,2,3,3,3,3,4,2,1,5,5,5,3,3,5,6,1,4,6,4,4,4,4,5,5,5,6,2,4,2,18,Fijian,Not sure yet,3,8,8,8,1,49.264007568359,-122.93690490723,-1,
R_2qn0nIexwPn78l3,Default Response Set,Anonymous,,,142.58.41.232,0,2017-11-22 16:30:58,2017-11-22 16:31:47,0,238,74075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_2V3HUe50T7VwbJA,Default Response Set,Anonymous,,,142.58.41.232,0,2017-11-29 16:19:41,2017-11-29 16:43:55,1,287,4480,1,80,1,6,2,5,2,6,3,2,3,2,6,2,4,2,1,5,4,6,4,2,2,6,2,1,3,3,2,3,2,3,1,6,6,6,3,2,5,5,2,2,2,3,5,1,2,5,3,5,4,3,5,1,4,2,4,5,1,7,6,7,7,4,7,4,4,6,6,7,1,7,7,7,5,5,5,4,5,3,2,4,3,3,5,4,4,5,2,4,5,4,4,4,5,4,5,7,7,5,7,7,3,4,4,4,3,5,5,3,1,3,2,2,19,southeast Asian,psychology,8,2,2,2,1,49.264007568359,-122.93690490723,-1,
R_1IslwCCJA7XgPux,Default Response Set,Anonymous,,,142.58.41.232,0,2017-11-29 16:44:39,2017-11-29 17:21:38,1,288,79505,1,50,1,4,5,6,4,3,5,2,2,1,6,3,3,2,2,6,3,6,5,5,4,5,5,1,2,4,3,5,5,6,1,6,7,6,2,1,5,4,4,2,2,6,2,1,4,6,2,5,7,3,7,1,3,3,4,4,7,7,6,5,5,6,5,3,2,6,3,4,1,6,5,6,5,5,4,5,7,5,1,2,1,1,5,2,4,3,4,4,4,4,5,3,5,5,5,7,3,7,4,1,6,3,4,2,2,7,6,7,5,6,7,2,18,Sikh,Behavioral Neuroscience,15,8,8,8,4,49.264007568359,-122.93690490723,-1,
R_RP5sfNg73Au96oh,Default Response Set,Anonymous,,,142.58.41.232,0,2017-11-22 17:20:45,2017-11-22 17:45:36,0,241,65999,1,80,1,5,5,6,2,5,2,3,2,2,3,4,4,2,2,5,4,3,4,2,4,5,2,3,5,4,3,3,4,3,2,5,5,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,3,2,1,,,,,,,,,,,,,,,,,,,,,,-1,
R_12PfAoavaLGz5kq,Default Response Set,Anonymous,,,142.58.41.232,0,2017-11-29 17:22:53,2017-11-29 17:51:51,1,290,11723,1,50,1,5,4,5,6,5,6,3,4,2,5,2,2,4,4,6,3,3,4,5,2,4,4,3,6,4,6,5,5,4,5,5,5,5,4,2,5,6,5,6,4,5,7,7,5,6,5,5,4,4,6,1,2,4,4,2,6,6,5,5,6,5,6,4,5,4,6,4,3,5,6,6,5,5,4,5,6,4,3,5,5,4,5,2,4,4,3,4,4,3,5,5,5,5,5,2,5,4,4,2,6,3,3,4,3,6,6,6,6,5,6,1,18,Sikh,Undeclared,8,8,8,8,3,49.264007568359,-122.93690490723,-1,
R_10BPuTnuLebcGlk,Default Response Set,Anonymous,,,142.58.41.232,0,2017-11-29 17:52:46,2017-11-29 18:11:55,1,289,99777,1,71,1,5,6,2,3,2,2,4,2,2,5,3,2,2,3,3,5,4,3,3,3,5,2,2,2,3,4,3,3,4,3,5,4,5,3,3,4,4,3,2,2,4,3,3,3,4,2,4,5,5,3,1,3,4,4,3,5,5,6,3,5,6,6,3,4,4,3,6,3,4,4,4,5,4,4,5,5,5,3,3,3,3,3,3,3,4,4,3,4,4,4,3,4,4,4,4,6,5,6,3,4,4,4,4,4,5,3,4,3,5,3,1,19,Caucasian,Criminology,13,2,2,2,1,49.264007568359,-122.93690490723,-1,
R_12rSvItiXT62fLH,Default Response Set,Anonymous,,,142.58.41.232,0,2017-11-30 10:21:08,2017-11-30 10:46:52,1,291,24835,1,78,1,5,3,6,3,4,6,3,5,3,3,5,5,2,4,5,4,3,5,4,3,5,3,6,3,3,3,4,5,5,4,6,5,5,5,2,5,5,5,4,3,4,5,5,6,5,3,5,4,5,6,1,4,4,4,4,6,5,5,5,4,5,6,4,4,4,6,5,3,5,5,5,6,5,6,5,5,3,2,2,5,3,5,4,3,4,4,4,3,4,4,4,4,4,4,4,4,5,4,2,6,3,3,3,3,5,6,4,5,5,3,1,23,caucasian,psychology,12,3,3,5,1,49.264007568359,-122.93690490723,-1,
R_2aQZecQR4FQzYNm,Default Response Set,Anonymous,,,142.58.41.232,0,2017-11-30 10:48:33,2017-11-30 11:07:33,1,292,56606,1,82,1,5,6,3,2,2,2,5,6,2,4,4,3,3,2,3,5,4,4,3,4,5,2,2,3,5,4,5,4,4,1,5,5,5,4,2,3,5,5,1,2,3,4,2,5,6,5,6,6,4,2,1,2,3,4,4,7,7,6,7,6,5,7,4,6,6,4,5,1,4,6,5,6,4,6,5,6,2,2,2,4,1,6,2,3,5,2,5,5,5,5,5,5,5,5,6,6,6,3,3,2,3,3,3,3,6,5,4,5,4,3,2,19,caucasian,bpk,14,8,8,8,1,49.264007568359,-122.93690490723,-1,
R_2f83WQEmJL9eJqm,Default Response Set,Anonymous,,,142.58.41.232,0,2017-11-30 11:08:19,2017-11-30 11:40:00,1,293,40653,1,,1,5,4,2,2,1,1,1,5,2,6,3,4,4,4,5,2,2,5,5,4,6,4,4,4,4,2,4,4,4,1,7,6,6,2,1,7,5,4,3,4,5,3,4,7,4,1,6,7,5,4,1,2,5,5,5,7,6,4,2,4,2,5,5,4,2,5,3,2,4,7,5,6,6,7,5,4,4,5,4,6,2,5,2,3,5,3,3,4,1,4,5,3,3,5,6,6,3,3,4,4,3,3,3,3,5,3,4,3,4,4,2,18,filipino,psychology,1,3,2,3,1,49.264007568359,-122.93690490723,-1,
R_RxXT9s3mvFmYpbP,Default Response Set,Anonymous,,,142.58.41.232,0,2017-11-30 11:40:40,2017-11-30 12:13:33,1,294,32815,1,10,1,6,5,5,3,3,5,5,6,4,5,2,4,2,2,4,5,5,3,4,3,4,5,2,5,3,3,4,1,7,3,2,2,2,5,4,5,6,4,2,2,3,6,5,6,5,6,4,3,2,1,1,4,4,4,3,7,7,6,7,4,6,6,3,4,3,6,4,1,4,3,5,5,2,7,1,7,1,2,4,2,2,5,3,3,4,3,5,3,4,5,5,5,5,5,3,7,2,7,1,6,4,1,3,3,7,7,6,3,7,6,2,19,Caucasian,Psychology,2,5,1,7,4,49.264007568359,-122.93690490723,-1,
R_2wnT66Hu6M0OrK5,Default Response Set,Anonymous,,,142.58.41.232,0,2017-11-30 12:26:47,2017-11-30 12:45:22,1,295,69844,1,100,1,5,6,2,3,4,6,3,2,1,6,1,1,2,2,5,2,4,1,1,1,6,1,1,1,1,2,5,2,5,1,5,6,6,4,1,6,5,3,3,2,5,5,2,5,6,6,5,5,2,5,1,2,2,4,4,5,7,5,3,6,5,3,4,4,5,5,4,1,2,3,6,5,5,5,3,2,2,2,5,5,1,6,3,4,4,4,5,3,5,4,3,4,4,3,2,6,2,7,2,3,4,3,4,4,3,3,3,2,3,3,2,18,Caucasian,Psychology,10,8,8,8,4,49.264007568359,-122.93690490723,-1,
R_06tgeNrtDHmwMP7,Default Response Set,Anonymous,,,142.58.41.232,0,2017-11-30 12:46:27,2017-11-30 13:30:55,1,296,7515,1,50,1,3,5,6,2,5,1,2,4,4,5,4,5,2,5,4,4,3,5,3,2,4,4,4,6,5,2,3,5,4,4,5,6,6,3,2,5,6,4,3,4,2,5,4,4,6,5,5,5,3,7,1,4,3,2,2,7,6,4,5,6,6,6,5,5,5,5,4,1,3,6,6,5,5,6,4,2,3,2,6,4,3,5,3,2,3,4,4,5,3,4,3,4,4,5,5,6,5,3,4,4,3,4,3,3,5,5,6,3,5,3,2,18,,kinesiology ,9,8,8,8,3,49.264007568359,-122.93690490723,-1,
R_31WT5mNgYjyEZTq,Default Response Set,Anonymous,,,142.58.41.202,0,2017-12-04 10:31:09,2017-12-04 10:49:29,1,297,29544,1,82,1,6,6,3,2,6,3,5,3,4,3,3,4,2,4,6,5,5,5,4,3,4,5,2,5,2,3,6,2,5,3,7,6,6,3,2,4,5,2,5,2,3,5,4,6,6,5,5,5,4,6,1,2,4,4,4,6,5,5,5,6,5,7,4,6,6,3,6,1,6,6,5,3,5,5,2,2,2,2,2,3,4,3,4,4,5,4,4,4,5,4,5,4,4,5,6,5,5,5,3,4,4,4,3,3,5,5,3,3,5,6,2,22,Asian,Psychology (intended major),5,3,3,5,1,49.264007568359,-122.93690490723,-1,
R_1Cpa57IyW6qDCla,Default Response Set,Anonymous,,,142.58.41.208,0,2017-12-04 10:43:17,2017-12-04 11:08:15,1,298,88705,1,25,1,5,2,6,2,3,2,2,5,4,2,5,4,6,5,5,6,3,7,6,6,4,5,6,5,4,4,5,5,6,4,5,4,2,6,5,2,6,4,5,4,3,6,6,6,6,6,4,4,2,5,1,4,4,3,4,7,7,6,7,6,6,4,4,3,4,4,7,1,5,5,6,6,6,5,3,5,1,6,6,4,6,6,4,3,2,4,4,4,2,5,5,5,5,5,6,6,1,6,6,6,2,2,2,2,5,5,5,5,5,5,2,18,east-indian,behavioural neuroscience,15,6,6,6,2,49.264007568359,-122.93690490723,-1,
R_3iWkMSWykSnuMqs,Default Response Set,Anonymous,,,142.58.41.202,0,2017-12-04 10:52:45,2017-12-04 11:12:30,1,299,69523,1,50,1,6,5,4,5,5,4,3,6,3,5,2,3,3,3,5,4,4,4,3,3,5,4,3,2,2,3,5,2,3,2,5,5,5,3,3,5,3,2,4,1,5,2,4,6,6,5,5,5,6,3,1,3,4,4,4,7,5,5,4,5,3,5,4,4,5,5,5,5,5,5,6,3,3,4,5,3,4,4,4,5,3,5,4,4,4,4,4,4,4,3,4,3,3,2,3,6,4,3,5,4,4,4,3,3,5,4,4,3,5,4,2,18,Chinese,Communications,7,8,3,8,1,49.264007568359,-122.93690490723,-1,
R_21cuD3cENLAvIJT,Default Response Set,Anonymous,,,142.58.41.208,0,2017-12-04 11:09:50,2017-12-04 11:42:21,1,300,75235,1,72,1,5,1,5,5,4,3,5,6,5,2,4,1,2,6,4,7,1,2,7,6,3,5,4,6,3,3,6,5,6,4,5,2,3,3,5,5,6,4,2,4,1,6,5,6,5,6,5,6,2,4,1,3,3,3,4,7,7,7,7,7,7,5,6,7,4,6,6,2,2,4,5,6,3,5,5,6,1,6,4,6,2,5,3,3,2,4,4,3,2,4,2,4,4,3,5,5,5,5,4,2,2,2,3,3,6,6,7,7,7,7,2,18,European - white,Criminology,13,7,7,7,2,49.264007568359,-122.93690490723,-1,
R_2S96wEyWKb6LJAG,Default Response Set,Anonymous,,,142.58.41.202,0,2017-12-04 11:13:12,2017-12-04 11:49:23,1,301,21256,1,50,1,6,4,5,2,5,3,1,5,2,4,2,1,2,2,7,2,4,3,1,2,6,1,2,4,5,1,6,5,2,3,6,7,7,1,1,6,6,5,3,3,2,2,5,6,5,2,5,3,5,5,1,4,5,4,3,7,6,7,7,7,5,5,5,7,6,4,7,3,5,7,7,5,7,5,6,6,1,5,2,6,4,6,3,5,5,3,5,4,3,4,5,3,4,4,5,5,5,6,3,4,4,3,3,2,6,5,5,2,2,1,1,22,East Indian,Criminology,6,2,1,4,3,49.264007568359,-122.93690490723,-1,
R_2uqY0qKUoHxVCFE,Default Response Set,Anonymous,,,142.58.41.202,0,2017-12-04 11:50:18,2017-12-04 12:20:41,1,303,14612,1,60,1,3,3,4,4,2,6,4,3,4,5,3,2,5,2,3,4,5,4,4,4,4,3,3,2,2,5,5,4,4,4,4,3,3,5,5,5,5,4,4,4,5,5,6,5,5,6,5,5,5,6,1,4,4,3,3,4,5,3,3,4,3,4,2,5,3,4,2,1,2,5,5,6,6,5,4,3,4,4,4,5,5,5,2,2,2,4,3,2,2,3,3,3,3,3,3,5,4,4,3,4,3,2,3,2,5,5,5,4,5,6,1,20,Chinese,Mathematics,10,4,3,3,1,49.264007568359,-122.93690490723,-1,
R_tRIgAwp476ejCPD,Default Response Set,Anonymous,,,142.58.41.208,0,2017-12-04 11:44:01,2017-12-04 12:33:45,1,302,65414,1,70,1,2,4,2,6,5,6,5,2,4,6,2,2,4,2,2,5,5,2,4,2,6,2,2,5,2,6,4,2,6,2,6,4,6,4,3,5,7,4,5,3,5,6,6,4,6,7,5,5,5,4,1,3,3,2,4,7,7,7,5,5,5,4,4,5,5,6,5,4,4,5,6,3,6,5,3,3,6,3,6,6,1,6,3,5,5,4,5,5,4,5,4,5,5,5,7,6,6,6,5,6,4,3,3,3,6,6,6,6,6,6,1,21,Asian,business ,5,4,4,4,1,49.264007568359,-122.93690490723,-1,
R_3iKktjMTSmi6anU,Default Response Set,Anonymous,,,142.58.41.202,0,2017-12-04 12:21:30,2017-12-04 12:40:49,1,304,32652,1,85,1,6,6,2,5,2,6,3,2,5,5,3,1,3,1,5,3,5,2,2,2,6,3,2,1,1,2,3,3,5,1,6,7,7,2,1,6,6,5,5,2,5,5,6,5,6,3,5,3,3,6,1,4,4,4,4,6,6,5,5,6,6,6,6,6,6,5,6,5,6,6,7,5,6,6,3,5,3,2,5,5,6,6,4,3,5,4,4,5,2,4,4,4,4,4,5,7,3,7,5,3,4,4,4,4,5,3,3,2,5,2,2,17,Mixed,Psychology,12,2,1,1,1,49.264007568359,-122.93690490723,-1,
R_2sTF06fxDi9JcXS,Default Response Set,Anonymous,,,142.58.41.208,0,2017-12-04 12:34:43,2017-12-04 13:01:36,1,305,25373,1,50,1,6,2,5,5,4,5,4,4,5,5,2,2,4,4,4,5,6,3,5,2,4,2,2,2,2,3,5,3,3,2,2,2,3,3,6,2,2,2,2,2,2,6,6,4,3,7,3,3,2,2,1,3,4,4,4,7,6,4,5,4,4,5,3,4,5,5,5,2,3,5,4,3,5,5,4,2,4,5,4,3,3,6,4,3,3,3,3,3,2,4,3,4,4,4,4,5,4,2,2,3,2,2,3,2,6,6,5,5,5,5,1,19,Asian,Criminology,8,8,8,8,1,49.264007568359,-122.93690490723,-1,
R_WqyxoC9hJkVSpwt,Default Response Set,Anonymous,,,142.58.41.202,0,2017-12-04 12:41:48,2017-12-04 13:16:07,1,306,8982,1,60,1,6,5,3,3,4,2,6,6,2,6,4,2,2,2,5,3,1,5,7,5,2,4,2,5,4,1,5,5,5,2,5,5,5,4,2,5,7,2,4,5,2,6,3,6,5,5,4,5,4,3,1,2,3,4,4,6,7,7,5,5,3,6,5,4,6,5,6,4,6,6,6,6,5,5,5,6,3,4,5,4,5,6,3,3,4,2,4,4,5,3,4,5,5,4,4,6,6,6,2,2,4,3,4,2,5,3,3,2,5,3,1,18,Canadian,Economics,15,4,4,4,1,49.264007568359,-122.93690490723,-1,
R_3ilkigZQnvb6ZQS,Default Response Set,Anonymous,,,142.58.41.232,0,2017-12-04 13:13:04,2017-12-04 13:43:40,1,307,20313,1,60,1,6,4,3,3,6,1,3,5,1,5,6,4,2,2,6,4,5,5,1,3,6,2,1,4,3,2,5,4,6,1,6,6,6,3,1,7,7,3,4,1,4,2,5,6,4,3,7,6,5,5,1,2,3,4,5,6,5,5,5,5,7,6,5,5,7,4,6,1,5,6,7,6,6,7,5,5,5,2,4,2,1,7,4,5,5,5,5,4,5,3,3,3,3,4,3,5,4,5,2,5,4,4,4,4,5,5,2,1,5,1,2,20,white,criminology,9,2,2,3,1,49.264007568359,-122.93690490723,-1,
R_rkItXulIbsQ5Ny9,Default Response Set,Anonymous,,,142.58.41.232,0,2017-12-04 13:46:15,2017-12-04 14:37:43,1,308,83009,1,71,1,7,5,5,5,4,3,5,4,3,4,5,3,3,2,5,4,4,4,4,4,6,4,3,6,4,2,6,4,5,2,5,5,6,4,3,5,4,4,4,3,4,5,5,5,6,4,4,5,3,5,1,4,4,3,3,7,6,7,5,6,6,6,4,5,5,6,5,3,4,6,6,5,6,6,5,6,4,4,3,5,2,6,4,4,5,5,4,3,4,3,4,3,4,3,6,7,3,5,6,4,3,3,3,3,7,5,6,6,6,6,1,20,Chinese,Criminology,2,8,8,8,4,49.264007568359,-122.93690490723,-1,
R_1JUZVpRhdrL755j,Default Response Set,Anonymous,,,142.58.41.202,0,2017-12-04 14:36:29,2017-12-04 14:53:17,1,309,79031,1,30,1,6,5,3,3,5,6,3,5,3,5,5,6,3,3,5,3,5,3,3,3,5,3,5,5,1,2,2,2,5,3,7,6,6,2,2,6,5,5,3,5,1,3,3,5,6,3,5,5,5,6,1,2,5,4,2,6,5,6,6,3,2,6,3,5,5,5,3,2,6,5,5,6,3,7,5,3,5,1,2,5,2,3,4,2,4,4,3,4,2,2,1,4,2,4,2,5,1,5,3,3,4,4,4,4,5,3,3,2,3,2,2,21,white,Health Science - Sciences,8,3,2,5,3,49.264007568359,-122.93690490723,-1,
R_232kTCGr58uhHeI,Default Response Set,Anonymous,,,142.58.41.232,0,2017-12-04 14:43:39,2017-12-04 15:27:39,1,310,22167,1,25,1,6,6,3,2,1,1,1,5,1,5,2,5,1,2,7,2,3,2,1,5,5,2,1,1,2,1,5,3,3,1,6,7,7,2,1,2,3,1,2,1,6,1,2,3,5,1,5,5,6,3,1,1,4,4,3,5,4,6,5,4,7,5,2,3,5,5,5,1,2,6,5,5,2,5,5,3,6,2,3,3,3,2,2,1,4,3,4,4,5,2,4,4,2,2,3,7,3,6,1,1,4,4,4,4,5,3,2,2,5,2,2,22,South Asian,Health Science,8,8,8,8,4,49.264007568359,-122.93690490723,-1,
R_1hyhSlWdiGLyk8p,Default Response Set,Anonymous,,,142.58.41.232,0,2017-12-04 15:28:46,2017-12-04 15:47:17,1,311,52966,1,80,1,4,5,3,3,6,3,5,5,3,5,2,3,2,3,6,4,5,5,5,5,3,3,3,5,2,2,6,3,3,3,5,3,5,4,3,5,4,5,1,2,3,4,3,6,4,5,3,5,4,2,1,4,5,4,3,7,7,5,5,5,3,4,3,4,3,5,3,2,4,3,5,3,5,5,4,3,3,2,3,5,2,3,3,4,4,3,3,3,4,4,3,5,5,5,2,4,2,4,3,4,3,2,4,2,5,5,3,3,5,4,1,20,Caucasian,Health Sciences,8,4,3,4,1,49.264007568359,-122.93690490723,-1,
R_1psAMJH4pBiHT7j,Default Response Set,Anonymous,,,142.58.41.232,0,2017-12-04 15:49:19,2017-12-04 16:43:06,1,312,7175,1,45,1,5,5,5,4,5,4,3,5,1,4,3,5,2,3,4,4,4,4,3,3,5,4,3,3,3,4,4,4,4,3,5,5,5,2,2,4,1,3,4,3,4,3,2,3,5,4,4,4,1,1,1,2,4,3,3,5,6,6,4,4,4,4,4,4,4,5,4,2,4,4,5,5,4,4,5,4,4,3,4,4,4,4,2,3,3,4,4,4,5,4,3,4,3,4,5,6,5,4,4,4,3,4,3,4,5,5,5,4,5,4,2,18,sikh,sciences undelcared,7,3,3,3,1,49.264007568359,-122.93690490723,-1,
R_31pgKgphDlf7ddd,Default Response Set,Anonymous,,,142.58.41.232,0,2017-12-04 16:44:39,2017-12-04 17:08:58,1,313,13911,1,51,1,2,3,4,3,1,1,2,3,2,6,6,2,2,2,5,5,2,6,6,6,2,6,4,4,4,1,4,4,6,4,6,5,5,6,1,6,6,6,6,6,3,3,2,6,5,2,2,2,5,2,1,3,3,2,4,7,6,6,6,7,4,2,4,7,4,6,6,2,4,6,5,3,4,5,2,4,2,2,2,5,4,3,4,3,5,5,5,4,4,5,5,5,4,5,7,1,7,6,4,2,3,3,3,3,5,6,6,2,6,4,1,19,South Asian,Cognitive science,5,3,2,2,1,49.264007568359,-122.93690490723,-1,
R_2X1KEsmQA1Gkmu9,Default Response Set,Anonymous,,,142.58.41.232,0,2017-12-04 17:10:24,2017-12-04 17:50:59,1,314,64387,1,75,1,6,7,2,7,6,4,3,3,1,4,3,5,2,1,5,3,4,3,2,3,4,3,5,3,2,2,3,5,5,2,6,5,6,3,2,6,5,3,2,2,3,4,2,6,6,2,5,6,6,6,1,2,2,3,4,6,6,5,5,6,6,5,6,6,4,4,5,2,5,6,5,5,3,5,4,5,2,2,3,2,2,6,4,4,4,4,4,4,4,4,4,4,4,4,6,5,2,4,4,4,4,4,3,3,5,6,6,3,5,5,1,18,Indian,Psychology ,12,2,2,2,1,49.264007568359,-122.93690490723,-1,
R_1hDOxIcYyxWUzaI,Default Response Set,Anonymous,,,142.58.41.232,0,2017-12-04 17:51:55,2017-12-04 18:28:12,1,315,38694,1,60,1,6,6,4,3,5,5,5,5,2,6,4,5,2,2,5,3,4,2,4,4,5,3,3,4,2,2,3,3,2,2,6,6,4,4,3,5,5,2,4,2,4,5,4,6,6,5,5,6,5,5,1,2,3,3,4,6,5,6,5,5,6,5,4,4,5,2,6,3,3,5,5,4,3,4,3,2,3,5,4,4,2,3,5,3,5,4,5,4,3,2,4,4,5,4,3,6,4,4,5,4,3,3,2,3,6,5,4,3,5,5,1,18,Half European Half Asian,Math,5,3,3,4,4,49.264007568359,-122.93690490723,-1,
R_3F3ZUHcqSmYIx4Y,Default Response Set,Anonymous,,,142.58.41.202,0,2017-12-04 18:25:54,2017-12-04 18:50:03,1,316,77121,1,80,1,5,5,6,2,5,5,5,7,5,6,5,3,5,5,6,6,5,4,5,4,5,5,6,6,5,2,3,5,6,5,6,5,6,5,2,6,6,5,4,4,3,5,4,5,5,6,5,6,4,3,1,4,4,3,3,7,7,7,5,7,7,7,5,7,5,5,4,2,5,5,5,6,5,5,6,5,5,2,5,6,3,6,4,4,4,5,5,4,5,4,4,5,5,4,5,5,5,7,2,5,4,3,4,4,7,7,6,6,6,6,1,18,hindu,undecided,9,4,4,4,3,49.264007568359,-122.93690490723,-1,
R_1Lk8KHFW8tfSq49,Default Response Set,Anonymous,,,142.58.41.232,0,2017-11-28 11:12:29,2017-11-28 11:42:00,0,269,16547,1,51,1,5,5,3,4,5,7,5,5,5,6,5,3,1,3,5,3,2,4,2,5,6,6,6,5,2,2,3,5,5,3,5,5,1,1,2,7,7,6,2,4,2,6,5,7,6,6,6,5,1,7,1,4,5,5,4,7,7,7,7,7,7,6,5,6,7,3,5,4,6,2,6,7,5,7,5,5,4,4,3,3,2,2,4,3,5,5,5,5,3,5,5,5,5,5,5,3,4,6,1,6,3,3,2,2,7,7,7,7,7,7,1,19,white,crim,1,,,,,,,-1,
R_4HJUBXJ4m9nOms1,Default Response Set,Anonymous,,,142.58.41.232,0,2017-11-28 15:20:38,2017-11-28 15:35:10,0,276,54068,1,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_2q8KWyW1RbGGZAN,Default Response Set,Anonymous,,,142.58.41.208,0,2017-12-04 11:43:20,2017-12-04 11:44:01,0,302,65414,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_2VxwvJGZUWOL3oJ,Default Response Set,Anonymous,,,142.58.41.208,0,2017-12-04 13:04:30,2017-12-04 13:04:51,0,307,20313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
