V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,cond,pid,pcode,Q22,happy,Q63,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,tol1,tol2,tol3,tol4,tol5,obese1,obese2,obese3,obese4,obese5,obese6,obese7,obese8,obese9,obese10,obese11,obese12,obese13,obese14,obese15,Q89,wealthatt1,wealthatt2,wealthatt3,wealthatt4,finsit1,finsit2,finsit3,finsit4,finsit5,finsit6,finsit7,finsit8,finsit9,finsit10,finsit11,finsit12,finsit13,finsit14,finsit15,crime1,crime2,crime3,crime4,crime5,crime6,crime7,crime8,crime9,crime10,crime11,crime12,causeineq1,causeineq2,causeineq3,causeineq4,causeineq5,causeineq6,causeineq7,causeineq8,causeineq9,causeineq10,causeineq11,causeineq12,causal1,causal2,causal3,causal4,causal5,causal6,redist1,redist2,redist3,redist4,merit1,merit2,merit3,merit4,merit5,merit6,gender,age,ethnicity,major,income,ideology,soc.iss,econ.iss,partyid,time
R_2aDhn6gDgqNex78,Default Response Set,Anonymous,,,142.58.41.202,0,16/01/2018 16:51,16/01/2018 17:20,1,1,359,77066,1,61,1,1,5,2,6,3,5,3,3,5,6,2,1,2,3,2,5,6,3,3,3,5,3,5,3,3,5,3,3,5,3,6,6,6,4,1,4,5,3,3,4,3,5,6,3,5,7,4,5,4,3,1,2,4,3,4,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,5,4,6,2,3,4,2,4,4,1,1,4,4,5,4,5,5,5,5,5,5,5,5,5,3,4,3,3,3,3,3,3,4,6,6,6,6,6,6,2,19,Chinese,Criminology,6,4,4,4,1,1
R_1NyJYBfIuSILf8J,Default Response Set,Anonymous,,,142.58.41.232,0,16/01/2018 16:55,16/01/2018 17:49,1,1,360,38928,1,50,1,6,5,5,3,5,5,4,4,4,5,4,3,3,4,5,5,3,4,4,2,5,3,2,5,2,5,5,5,5,4,4,4,5,4,3,3,7,5,2,2,2,5,2,2,2,4,6,2,2,2,1,2,4,4,4,7,7,5,4,4,3,7,2,6,2,7,4,2,3,5,5,5,6,2,2,5,2,2,6,6,2,5,3,2,3,3,5,4,4,4,5,5,5,5,4,5,4,6,4,4,3,3,3,3,5,6,5,3,5,5,4,18,Chinese Canadian,Business,8,4,4,4,2,1
R_3ndXjbC9zLAePHQ,Default Response Set,Anonymous,,,142.58.41.202,0,16/01/2018 17:21,16/01/2018 17:55,1,1,361,3357,1,20,1,6,6,3,1,7,1,2,6,1,7,2,6,2,2,7,2,5,6,1,5,4,1,1,2,1,1,3,1,5,2,6,7,7,6,1,7,3,4,4,2,4,5,2,5,4,3,2,3,3,2,1,1,5,5,5,6,5,4,7,6,7,7,4,4,6,5,5,2,7,5,2,5,2,5,4,5,3,3,2,3,2,3,4,4,5,4,5,5,5,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,1,1,1,2,2,18,Somali,Psychology,14,8,2,8,3,1
R_sG3wCPSqiucEY4V,Default Response Set,Anonymous,,,142.58.41.202,0,17/01/2018 10:29,17/01/2018 11:25,1,1,362,78948,1,90,1,6,6,3,2,4,2,4,2,2,5,2,3,2,4,3,4,5,4,4,3,5,4,4,4,3,2,4,4,5,2,4,3,4,4,4,5,5,3,5,3,4,3,3,5,6,4,3,3,2,5,1,2,3,4,4,7,5,6,4,5,6,5,4,5,4,4,4,2,2,6,5,5,6,4,4,5,4,2,3,3,3,5,3,4,3,3,4,4,3,4,4,4,4,4,5,6,5,4,4,4,4,3,3,2,5,5,3,4,5,3,1,24,Chinese Canadian,Kinesiology,10,3,8,8,1,1
R_23TZXY7AOmhvoYZ,Default Response Set,Anonymous,,,142.58.41.202,0,17/01/2018 11:27,17/01/2018 11:42,1,2,363,45038,1,75,1,7,7,5,3,4,5,3,5,2,6,3,4,2,1,7,2,2,5,1,5,5,4,2,4,4,1,5,5,5,1,5,6,6,4,2,5,7,2,4,1,4,5,4,6,6,4,3,6,4,5,1,3,4,4,3,6,7,6,5,4,5,4,5,4,4,5,3,1,5,5,4,4,6,5,2,5,2,4,5,7,3,5,4,4,3,5,4,3,4,2,5,4,5,3,1,7,4,4,1,4,4,3,2,2,6,6,5,3,6,1,2,19,Filipino,Kinesiology,5,8,8,8,2,1
R_2TXYnj23QiKEyYl,Default Response Set,Anonymous,,,142.58.41.202,0,17/01/2018 11:43,17/01/2018 12:14,1,2,364,26554,1,93,1,6,5,2,1,3,3,5,3,2,6,2,2,2,2,3,5,6,2,2,3,5,2,2,2,1,2,5,2,3,1,5,6,5,3,2,5,6,3,2,2,5,5,3,5,5,3,5,5,3,5,1,2,2,5,4,6,6,5,5,6,5,6,3,6,3,5,5,4,6,4,5,3,5,3,2,2,5,2,5,5,2,5,3,4,3,3,4,4,1,4,4,4,4,4,5,6,5,6,3,4,4,3,3,3,5,5,3,3,5,5,2,18,Caucasian ,Psychology,13,3,2,2,1,1
R_2EzAvSrJfBN5v0q,Default Response Set,Anonymous,,,142.58.41.202,0,17/01/2018 12:15,17/01/2018 12:45,1,2,365,85794,1,57,1,6,7,6,2,5,4,3,5,4,3,5,3,5,5,6,6,2,4,3,3,4,5,5,6,4,5,6,7,5,3,6,6,6,3,2,6,7,4,3,5,5,7,6,5,5,6,6,5,5,7,1,4,4,3,4,7,7,6,4,5,4,5,4,4,3,6,5,6,4,5,6,6,5,5,6,6,4,2,4,7,4,6,2,3,3,3,5,3,4,3,5,5,4,5,4,6,5,5,2,4,4,3,4,4,6,5,7,3,5,4,2,21,Filipino ,Education (Early Learning/Linguistics double minor),9,8,8,8,4,1
R_3GCFrxgIeGjcatG,Default Response Set,Anonymous,,,142.58.41.202,0,17/01/2018 12:47,17/01/2018 13:08,1,2,366,57590,1,80,1,7,6,3,2,5,4,3,2,1,6,2,5,3,2,5,5,4,2,2,2,4,2,2,3,4,3,2,3,5,2,5,6,6,3,2,3,3,3,3,3,3,2,3,3,4,3,6,6,5,2,1,2,3,4,5,7,7,7,6,5,7,6,5,6,6,5,6,4,6,5,6,5,5,6,5,5,6,3,3,5,2,6,4,4,4,4,5,4,5,5,4,5,5,5,1,4,7,7,1,7,4,4,3,3,6,6,3,3,5,5,2,18,Caucasian,Criminology,8,3,2,2,1,1
R_sXoWGNQCX19CwVj,Default Response Set,Anonymous,,,142.58.41.202,0,17/01/2018 13:10,17/01/2018 13:52,1,2,367,74771,1,100,1,6,6,4,2,5,2,2,5,2,6,5,5,3,3,6,2,6,6,2,3,6,2,2,2,3,2,3,2,6,2,6,6,6,3,2,2,6,3,2,2,6,2,2,6,2,2,6,6,2,6,1,3,4,4,4,6,6,6,5,7,6,6,6,6,7,6,6,1,6,6,2,2,3,3,6,3,6,3,2,3,2,3,5,4,5,4,4,5,4,5,4,5,4,5,1,7,1,7,1,1,4,3,4,4,6,6,2,2,5,5,2,19,CHINESE,crim,11,2,2,2,1,1
R_1QbHZyZsgwtY2ho,Default Response Set,Anonymous,,,142.58.41.202,0,17/01/2018 13:56,17/01/2018 14:54,1,1,368,14210,1,15,1,5,5,5,3,5,3,4,4,6,6,2,4,4,3,6,5,7,3,4,4,5,2,6,5,4,6,5,5,3,7,7,7,5,3,5,6,7,2,7,5,4,7,7,7,6,6,5,6,5,7,1,3,5,2,4,7,7,5,7,6,1,7,5,3,5,5,4,2,4,4,5,7,7,6,6,7,3,5,4,6,4,5,3,5,5,5,5,5,3,5,4,5,5,5,6,7,5,2,6,4,4,3,2,2,5,6,6,3,5,6,1,23,Asian,"Criminology, but undeclared ",2,8,3,3,1,1
R_2uwFY0rwYJXlR4b,Default Response Set,Anonymous,,,142.58.41.202,0,17/01/2018 14:55,17/01/2018 15:09,1,2,369,61875,1,55,1,5,3,2,3,5,3,3,5,1,5,4,2,2,3,5,2,3,5,1,6,5,3,2,5,2,2,6,5,3,1,6,5,6,6,1,5,6,4,2,3,2,5,5,5,6,3,5,6,2,3,1,2,4,5,5,7,6,5,5,6,3,7,7,6,5,5,6,3,2,3,6,6,5,6,5,6,2,2,5,3,1,5,2,5,4,2,5,4,4,4,4,4,4,5,5,7,3,7,4,2,4,4,4,3,3,5,6,2,5,2,2,18,Chinese,Business,8,2,1,3,1,1
R_2uQ99hO08lNeInT,Default Response Set,Anonymous,,,142.58.41.202,0,17/01/2018 15:16,17/01/2018 15:48,1,1,370,80873,1,50,1,6,6,5,3,4,2,3,5,1,6,4,4,2,2,2,4,5,4,3,2,5,2,2,3,2,3,5,4,5,1,6,6,6,2,2,3,5,4,2,2,5,2,3,5,5,3,5,5,5,5,1,2,4,2,3,2,3,3,3,2,4,2,2,3,3,3,4,1,1,4,6,6,5,5,2,5,2,2,4,4,3,6,3,4,4,4,5,4,5,3,3,3,3,4,4,4,4,4,4,4,4,3,4,3,5,5,2,2,2,2,2,19,Irish (European),Behavioural Neuroscience,,2,2,8,1,1
R_3oBXCjd9o32c9cG,Default Response Set,Anonymous,,,142.58.41.202,0,17/01/2018 15:50,17/01/2018 16:44,1,2,371,93252,1,76,1,6,7,5,5,7,2,2,3,3,5,2,3,2,1,7,2,3,5,2,5,3,3,2,5,3,1,5,5,3,2,6,7,6,3,2,6,2,6,2,6,2,3,2,6,5,3,6,5,5,5,1,3,5,3,4,7,6,3,5,5,4,5,3,2,6,7,5,1,3,3,6,6,6,5,5,3,2,2,2,5,3,5,2,5,4,3,2,3,4,1,1,1,1,5,6,7,6,7,6,3,4,3,3,2,6,6,3,7,6,5,2,18,Causasian,Criminology,6,3,3,5,3,1
R_268roq7QMq7jCqC,Default Response Set,Anonymous,,,142.58.41.232,0,17/01/2018 16:30,17/01/2018 16:44,1,2,372,20659,1,75,1,4,5,5,2,5,1,3,3,2,6,3,4,2,2,5,2,3,3,1,4,4,5,4,5,2,3,5,6,5,3,7,6,6,2,1,7,6,5,6,4,3,7,5,6,6,6,5,5,4,5,1,3,4,4,5,7,7,6,7,7,7,7,7,7,7,7,5,5,7,5,7,7,6,6,4,5,5,1,5,5,5,7,3,3,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,4,2,2,5,5,3,3,4,3,2,18,Asian,Criminology,,4,4,4,4,1
R_3nMnO5SCDoDAMre,Default Response Set,Anonymous,,,142.58.41.232,0,18/01/2018 12:18,18/01/2018 12:40,1,1,373,51898,1,100,1,5,5,4,2,5,1,3,4,4,6,2,5,2,1,6,4,5,4,1,4,5,2,2,1,1,1,4,1,3,1,7,7,7,2,1,5,1,3,4,3,4,1,1,6,4,2,5,5,5,5,1,3,4,4,5,6,6,4,6,5,5,7,6,4,7,5,6,2,6,6,7,7,7,7,7,7,7,4,5,7,4,7,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,3,3,5,4,4,4,4,4,1,1,1,1,4,2,19,caucasian ,Health Science,15,2,1,1,1,1
R_2ckjBmEokHuzfVn,Default Response Set,Anonymous,,,142.58.41.232,0,18/01/2018 12:41,18/01/2018 13:04,1,2,374,50914,1,72,1,5,5,4,3,4,3,4,5,3,4,4,2,3,3,5,2,4,4,2,3,6,5,5,5,4,2,5,4,5,4,5,5,5,3,3,5,4,4,5,2,4,5,4,5,6,6,6,5,6,5,1,3,3,3,3,6,6,3,3,4,6,6,6,5,6,5,6,3,4,6,5,5,5,5,5,5,5,4,4,4,5,5,4,3,4,4,4,4,4,4,4,4,4,5,3,3,5,3,3,5,4,3,3,3,5,5,5,4,4,5,2,19,Caucasian / South Asian ,Criminology,10,4,2,2,3,1
R_3gOAb502wXbKQUg,Default Response Set,Anonymous,,,142.58.41.232,0,18/01/2018 13:06,18/01/2018 14:07,1,2,375,41956,1,75,1,4,3,5,1,6,5,5,4,4,4,4,4,4,1,2,3,1,2,1,1,4,1,1,5,2,1,1,3,5,2,6,7,7,2,1,5,5,5,5,3,2,6,4,1,7,5,6,5,1,5,1,1,2,4,4,7,7,7,7,6,6,7,4,5,7,7,5,3,4,5,6,7,6,7,7,7,2,3,4,3,4,7,3,5,5,5,5,5,1,5,5,5,5,5,1,7,7,7,4,4,4,4,4,4,7,7,7,1,7,3,2,19,african canadian ,criminology ,7,4,5,6,1,1
R_AbvLNxCuijtVwYN,Default Response Set,Anonymous,,,142.58.41.208,0,18/01/2018 13:56,18/01/2018 14:07,1,2,376,48060,1,95,1,7,7,4,2,6,5,4,3,1,7,2,4,2,2,5,5,2,5,6,5,5,5,2,5,1,5,4,5,4,2,6,5,5,2,1,7,7,5,2,5,3,4,2,4,6,7,4,5,2,5,1,4,5,3,5,7,7,7,3,6,6,4,3,3,4,6,3,4,2,1,5,7,6,5,4,5,2,4,4,5,2,6,4,3,5,5,5,4,5,5,5,5,5,4,7,6,3,4,1,3,3,4,3,4,7,5,6,2,5,5,1,23,Punjabi,Kinesiology,3,4,4,3,3,1
R_2QzaUSlw3EbROAg,Default Response Set,Anonymous,,,142.58.41.232,0,19/01/2018 13:37,19/01/2018 14:26,1,1,377,64635,1,80,1,4,5,3,3,5,6,4,2,2,6,2,4,3,2,5,4,6,2,2,2,4,2,2,4,4,3,4,5,3,1,6,6,6,4,1,2,3,3,4,2,4,2,3,4,5,4,4,4,4,7,1,3,3,4,4,7,7,5,3,5,6,4,4,3,4,7,4,1,2,4,4,6,5,5,5,5,4,2,4,2,4,4,2,3,4,2,5,4,3,3,3,5,4,5,6,6,4,4,1,2,4,4,4,3,6,5,5,3,3,4,2,18,Canadian,Psychology,4,8,8,8,1,1
R_1jHVPIpg1UBjn04,Default Response Set,Anonymous,,,142.58.41.232,0,19/01/2018 14:27,19/01/2018 15:05,1,1,378,55409,1,50,1,5,4,2,2,5,2,3,2,1,6,2,4,2,1,5,2,4,2,2,2,4,2,1,1,1,2,4,2,4,1,5,7,7,2,1,4,4,4,2,2,4,1,2,4,4,2,5,4,4,2,1,2,3,4,3,5,4,4,4,5,5,5,5,4,5,3,5,3,5,4,5,3,3,4,4,4,2,2,3,2,1,5,3,3,4,3,4,4,4,3,3,3,3,3,4,6,4,6,3,4,4,4,3,3,5,2,2,1,2,3,2,18,Caucasion/Canadian,Criminology,4,9,2,8,4,1
R_2Sx05jSy2BuagC0,Default Response Set,Anonymous,,,142.58.41.232,0,23/01/2018 11:58,23/01/2018 12:13,1,2,379,27452,1,71,1,5,4,6,3,4,3,4,4,3,3,4,3,4,5,5,5,3,4,5,4,5,6,4,6,4,5,3,5,5,4,6,4,5,5,3,6,6,3,5,2,5,4,3,4,4,3,5,5,5,6,1,3,3,4,4,7,6,6,6,6,6,5,4,6,4,6,5,2,4,4,6,6,6,6,4,5,4,2,4,4,2,4,3,3,4,4,4,4,4,3,4,4,3,4,5,4,5,4,5,4,3,3,3,3,5,5,4,4,6,6,2,18,Korean,Economics,12,6,4,4,2,1
R_1OvjmNqN01kTvEa,Default Response Set,Anonymous,,,142.58.41.232,0,23/01/2018 12:14,23/01/2018 12:47,1,2,380,71102,1,50,1,6,7,1,3,4,2,1,2,1,6,2,2,1,1,6,2,5,2,1,2,4,2,1,2,2,3,3,2,2,2,5,4,4,4,3,3,5,2,4,2,4,2,2,2,3,3,4,6,4,5,1,2,3,3,4,6,5,5,6,5,4,3,3,3,5,5,2,2,3,5,6,5,4,5,5,3,4,2,3,5,3,5,1,2,3,1,3,2,2,4,4,4,5,4,1,4,4,3,2,6,3,3,2,2,4,5,3,2,5,4,1,18,Chinese,Criminology,8,3,5,6,2,1
R_2TzpiSN55acKXs5,Default Response Set,Anonymous,,,142.58.41.232,0,23/01/2018 12:49,23/01/2018 13:14,1,2,381,45865,1,42,1,6,6,3,5,4,5,5,5,3,5,3,2,2,2,6,3,2,4,4,5,5,2,4,5,2,2,6,4,5,2,6,5,6,2,1,6,7,4,2,4,2,2,3,6,6,5,4,4,5,6,1,3,3,4,4,7,6,6,4,5,3,5,5,4,5,3,6,3,5,6,6,5,4,5,4,4,4,2,2,2,1,6,3,2,4,4,4,4,4,4,4,5,4,5,5,6,4,2,7,5,3,3,3,3,6,6,6,5,5,5,1,22,Chinese,Kinesiology,12,5,5,3,2,1
R_1eJmG7KWL6evGpB,Default Response Set,Anonymous,,,142.58.41.232,0,23/01/2018 13:15,23/01/2018 13:34,1,2,382,57822,1,70,1,6,5,7,2,2,1,5,6,5,5,2,2,2,1,7,2,1,6,2,7,6,7,2,7,2,2,6,7,7,2,6,7,6,3,2,7,7,6,6,7,2,7,7,6,3,7,5,6,5,7,1,2,5,4,4,7,7,4,3,6,5,4,5,4,4,7,5,3,2,5,6,7,6,2,2,6,2,5,7,7,6,7,3,3,4,5,4,4,3,5,5,5,5,5,2,2,6,7,4,5,3,3,4,3,6,7,2,6,5,6,1,19,Indian,Statistics,9,3,3,3,1,1
R_2OHlKhv0UfDjckd,Default Response Set,Anonymous,,,142.58.41.232,0,23/01/2018 13:35,23/01/2018 14:44,1,2,383,54925,1,51,1,7,6,2,1,7,1,4,6,1,4,1,4,4,2,5,1,4,5,1,5,7,3,1,6,3,2,3,5,6,2,6,7,6,2,1,6,6,3,1,2,2,6,4,7,7,6,6,7,4,4,1,4,5,5,3,7,7,7,4,7,7,6,7,5,5,6,7,1,3,5,7,7,6,6,5,6,5,3,4,6,2,7,4,3,4,3,5,5,5,5,5,5,5,5,7,7,7,3,5,2,4,4,4,3,7,7,2,1,3,3,2,18,white,criminology,15,8,8,8,4,1
R_2YWbNiYvOXzmeHP,Default Response Set,Anonymous,,,142.58.41.232,0,23/01/2018 14:45,23/01/2018 15:47,1,2,384,13795,1,60,1,6,5,3,3,5,3,4,3,3,4,5,4,3,3,5,4,4,2,3,5,4,4,4,3,2,3,4,4,6,2,5,4,5,3,2,4,5,4,5,3,4,5,4,4,6,5,5,6,6,5,1,5,5,4,4,6,7,7,6,6,6,5,4,5,4,6,6,3,5,7,5,6,4,5,4,5,4,5,4,5,4,6,5,5,4,5,5,4,4,4,5,5,5,4,4,6,5,2,4,3,3,3,3,3,6,4,5,3,4,5,2,20,asia ,econ,1,3,3,4,1,1
R_UcJss9bZhrPN7hv,Default Response Set,Anonymous,,,142.58.41.202,0,23/01/2018 15:43,23/01/2018 16:13,1,1,385,60469,1,51,1,5,6,2,3,5,4,3,1,1,5,2,4,3,2,4,2,4,3,2,2,4,1,2,3,2,2,4,2,5,1,6,5,5,4,1,3,5,2,3,2,4,2,4,3,5,1,5,5,3,5,1,3,4,4,4,6,6,6,6,3,6,6,3,5,5,6,6,2,5,5,5,5,5,6,7,4,4,2,3,5,3,3,4,3,3,3,3,2,4,2,2,4,3,4,5,7,5,4,2,4,4,3,4,3,5,5,2,2,4,3,2,19,latina/canadian,criminology,4,3,3,4,1,1
R_2X0fHvQ9OC3TyUs,Default Response Set,Anonymous,,,142.58.41.232,0,23/01/2018 15:54,23/01/2018 16:15,1,1,386,93957,1,76,1,6,6,5,5,4,5,7,5,4,4,5,4,4,3,5,4,4,4,3,5,6,4,6,5,4,3,3,4,4,2,5,6,6,4,1,3,4,4,5,4,5,4,4,3,6,3,6,6,5,5,1,4,3,4,4,7,7,5,5,4,6,7,2,3,1,7,4,3,6,5,5,4,4,4,5,5,5,2,3,4,2,6,3,4,5,4,5,3,2,4,4,5,5,4,6,6,2,5,3,5,4,3,3,2,5,5,6,4,5,5,2,18,korean,psychology ,7,9,9,9,4,1
R_1DXPz3TRuUtIJ7m,Default Response Set,Anonymous,,,142.58.41.202,0,23/01/2018 16:14,23/01/2018 16:55,1,2,387,31367,1,35,1,4,4,2,3,6,4,4,1,2,6,1,1,3,1,5,2,4,5,1,2,4,2,1,5,1,2,4,2,2,1,7,5,4,2,2,3,5,1,2,1,5,1,3,1,5,6,5,5,5,2,1,3,3,4,3,7,5,3,2,4,6,4,4,3,2,6,1,1,1,3,7,2,2,7,6,6,6,1,4,4,1,7,2,4,4,2,4,3,3,3,3,4,4,4,6,7,4,6,4,4,4,3,2,2,6,7,2,2,4,4,2,19,Chinese,Sociology,,3,2,8,1,1
R_2wTf2Neykiig1Oi,Default Response Set,Anonymous,,,142.58.41.232,0,23/01/2018 16:17,23/01/2018 16:30,1,2,388,44337,1,41,1,6,4,4,5,6,4,6,5,2,4,2,5,4,2,4,3,5,4,3,4,4,4,2,4,1,3,6,4,5,3,5,5,5,4,3,6,5,5,5,4,4,7,5,4,6,5,5,6,6,4,1,3,3,4,5,7,7,5,6,7,7,6,5,5,4,5,7,3,5,6,5,5,5,4,3,5,5,1,5,4,4,4,5,3,3,4,4,4,3,4,4,4,4,4,5,3,3,5,4,2,3,3,2,2,5,5,5,3,4,3,2,18,white,psychology,10,8,8,8,4,1
R_2qwLlW8usMZjNDj,Default Response Set,Anonymous,,,142.58.41.232,0,23/01/2018 16:31,23/01/2018 17:38,1,2,389,10703,1,43,1,7,6,4,3,5,5,3,2,2,6,2,4,2,1,4,1,2,2,1,1,5,4,1,3,5,1,4,4,6,1,7,7,7,1,1,6,2,4,5,2,3,5,6,6,1,7,1,4,1,6,1,2,4,4,5,6,4,2,5,3,2,7,5,4,5,3,7,1,5,5,4,5,2,6,6,5,5,1,1,3,1,6,5,4,4,4,3,4,2,3,3,3,3,2,2,4,4,4,4,4,4,4,4,4,3,5,6,6,5,4,2,27,White,Crim/Psyc,8,1,1,9,3,1
R_3kHBboFK8tly1CB,Default Response Set,Anonymous,,,142.58.41.202,0,23/01/2018 16:56,23/01/2018 18:08,1,1,390,76838,1,19,1,3,4,3,3,4,2,3,2,2,5,2,1,4,2,3,2,4,2,2,5,5,2,3,4,5,5,4,4,6,1,6,6,5,5,1,5,4,1,6,2,2,5,5,5,2,6,4,6,2,2,1,3,5,3,4,7,7,6,5,6,4,5,3,4,4,5,6,2,5,6,6,6,6,4,3,5,1,1,4,4,4,5,4,3,4,5,4,3,3,3,4,5,5,5,4,5,3,5,4,4,4,3,3,2,5,5,5,2,5,3,2,20,chinese (from HK),Psychology,15,4,4,2,4,1
R_2uvP2gpB7HlveM6,Default Response Set,Anonymous,,,142.58.41.202,0,24/01/2018 10:45,24/01/2018 12:16,1,1,391,54867,1,85,1,7,6,3,1,3,1,1,6,6,6,5,4,2,2,5,2,5,4,3,5,4,3,2,2,5,1,4,3,3,2,6,7,6,2,1,6,5,2,3,3,3,3,3,5,5,3,5,6,5,6,1,2,2,4,5,7,6,5,5,7,6,7,6,6,7,2,7,5,5,5,6,3,5,7,5,6,5,2,3,3,3,6,5,3,5,5,5,5,5,4,4,5,5,5,6,5,4,4,4,4,4,4,3,3,5,5,1,1,5,1,2,18,Chinese,Psychology,4,3,2,8,1,1
R_sS8ZGBVSzdVa5Vv,Default Response Set,Anonymous,,,142.58.41.202,0,24/01/2018 11:16,24/01/2018 11:36,1,2,392,76235,1,40,1,6,5,3,3,5,3,3,5,2,5,5,3,2,2,5,5,4,4,5,4,6,5,2,5,5,2,5,3,4,2,5,5,4,4,2,5,5,3,4,3,5,5,5,5,6,5,6,6,6,5,1,3,5,4,3,5,7,5,5,5,3,5,5,4,4,6,5,4,5,5,6,6,5,6,6,5,5,3,3,5,4,5,4,2,4,4,4,4,4,3,3,5,4,4,3,3,5,6,2,4,3,3,4,4,5,5,1,1,3,2,2,18,Canadian/Greek,Psychology,11,3,4,4,4,1
R_3RaTZvoz1rchvaG,Default Response Set,Anonymous,,,142.58.41.202,0,24/01/2018 12:17,24/01/2018 12:45,1,1,393,26551,1,30,1,5,4,3,1,5,2,1,5,1,6,4,2,2,1,5,2,5,4,6,4,4,2,1,2,2,1,5,3,2,2,6,6,6,2,1,3,3,4,3,3,3,2,2,4,5,2,5,4,5,2,1,2,2,3,3,5,6,5,4,5,6,5,4,4,6,3,4,2,5,4,6,5,5,3,5,3,5,2,5,3,2,5,3,2,4,4,4,4,4,3,3,3,4,3,5,5,6,5,3,4,4,4,4,4,5,4,2,1,3,3,2,17,South Asian,Criminology,4,2,2,2,3,1
R_31TpzVvDFO2FoPR,Default Response Set,Anonymous,,,142.58.41.202,0,24/01/2018 12:47,24/01/2018 13:14,1,2,394,49114,1,71,1,1,6,5,4,4,5,5,4,1,3,4,4,1,4,5,3,4,5,5,5,5,4,4,5,2,3,4,6,5,4,6,6,7,3,1,7,6,4,6,5,4,7,4,6,6,6,5,5,5,6,1,4,3,4,4,5,7,5,5,4,3,5,5,6,5,7,6,5,6,4,7,5,6,5,5,5,4,3,4,4,1,4,5,5,5,4,3,4,4,4,3,4,5,5,4,6,4,1,2,5,4,4,3,3,7,6,6,5,5,5,2,18,,,,,3,,,1
R_1k0LXfwQXoMj2SR,Default Response Set,Anonymous,,,142.58.41.202,0,24/01/2018 13:16,24/01/2018 13:54,1,1,395,53339,1,85,1,6,4,2,3,4,2,2,2,2,5,2,3,2,2,6,6,4,6,4,6,4,5,2,5,5,2,5,5,6,5,6,6,6,3,2,3,5,6,3,6,2,7,6,6,3,5,3,2,5,3,1,2,4,5,5,7,7,6,4,6,7,5,4,6,5,4,5,3,3,7,6,7,7,6,5,3,2,3,5,6,3,5,5,3,5,5,5,3,5,4,4,5,5,5,7,2,1,4,1,7,3,4,2,2,5,2,2,2,2,2,2,18,Serbian,Criminology,8,3,3,3,1,1
R_3qgtqlQsB2L4AwD,Default Response Set,Anonymous,,,142.58.41.202,0,24/01/2018 13:55,24/01/2018 14:17,1,2,396,29818,1,71,1,3,3,5,3,6,6,5,6,3,3,3,2,2,3,5,2,2,3,5,2,5,3,2,5,3,2,6,6,5,5,5,2,5,3,2,6,5,5,3,2,1,6,3,5,5,6,6,5,3,6,1,2,4,4,5,6,5,6,5,6,5,7,3,4,3,5,7,2,7,6,6,6,3,2,5,2,1,2,3,6,2,7,5,4,2,4,4,5,2,4,2,4,5,5,2,6,3,6,4,4,3,3,2,1,5,5,5,3,3,2,2,20,Chinese/Malaysian,Communications,12,3,4,5,1,1
R_UmwEJPByMjV2rbH,Default Response Set,Anonymous,,,142.58.41.202,0,24/01/2018 14:18,24/01/2018 14:44,1,1,397,70329,1,62,1,4,5,2,5,5,3,5,2,2,5,2,3,5,2,5,5,5,3,5,3,5,2,3,2,4,5,3,3,3,2,5,5,5,2,2,2,2,2,2,2,4,2,2,2,3,2,3,3,2,2,1,2,3,2,4,5,7,5,6,6,3,4,5,6,4,5,5,4,4,5,4,5,6,3,5,5,2,2,5,5,3,5,3,3,4,3,4,4,3,4,4,5,4,4,7,6,4,4,4,3,4,4,4,4,7,7,7,7,5,7,2,19,South Asian,Undeclared ,,4,4,4,3,1
R_3Ph03xd27qJZCfW,Default Response Set,Anonymous,,,142.58.41.202,0,24/01/2018 14:45,24/01/2018 15:16,1,1,398,83468,1,81,1,5,7,3,3,5,2,3,5,3,5,4,4,3,2,5,2,3,5,2,5,5,5,7,2,6,2,2,2,7,2,5,5,5,2,1,7,7,7,1,7,4,7,7,7,4,7,4,5,4,7,1,3,5,4,4,7,7,7,6,7,6,2,6,5,4,6,2,1,3,6,6,5,6,6,5,6,6,5,3,6,2,5,2,2,4,4,5,4,2,5,5,4,4,4,7,7,4,1,4,1,4,4,4,4,7,7,7,5,5,3,1,21,indian,business,10,8,8,8,1,1
R_1pzgIF6redG7H5O,Default Response Set,Anonymous,,,142.58.41.202,0,24/01/2018 15:17,24/01/2018 15:52,1,1,399,9760,1,45,1,5,6,2,3,5,2,3,5,1,5,4,4,2,2,5,3,2,2,2,3,4,1,4,3,3,3,4,3,2,2,6,6,6,1,1,5,6,4,2,3,2,5,6,6,6,5,2,2,4,2,1,2,5,3,4,7,7,5,5,6,4,1,5,7,2,5,1,2,4,5,4,5,5,5,2,5,2,2,3,2,3,5,1,2,4,1,5,4,1,5,5,5,5,5,6,6,5,4,2,4,4,4,4,4,3,3,2,2,2,4,2,22,white,linguistics,1,8,8,8,4,1
