V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,placeholder1,placeholder1,pcode,Q22,happy,Q63,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,tol1,tol2,tol3,tol4,tol5,obese1,obese2,obese3,obese4,obese5,obese6,obese7,obese8,obese9,obese10,obese11,obese12,obese13,obese14,obese15,Q89,wealthatt1,wealthatt2,wealthatt3,wealthatt4,finsit1,finsit2,finsit3,finsit4,finsit5,finsit6,finsit7,finsit8,finsit9,finsit10,finsit11,finsit12,finsit13,finsit14,finsit15,crime1,crime2,crime3,crime4,crime5,crime6,crime7,crime8,crime9,crime10,crime11,crime12,causeineq1,causeineq2,causeineq3,causeineq4,causeineq5,causeineq6,causeineq7,causeineq8,causeineq9,causeineq10,causeineq11,causeineq12,causal1,causal2,causal3,causal4,causal5,causal6,redist1,redist2,redist3,redist4,merit1,merit2,merit3,merit4,merit5,merit6,gender,age,ethnicity,major,income,ideology,soc.iss,econ.iss,partyid,time
R_3JpZ0X0F23t3xrM,Default Response Set,Anonymous,,,96.55.192.10,0,2017-12-03 23:06,2017-12-03 23:10,1,,,40653,1,,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,3,4,3,3,4,4,4,5,4,5,5,3,3,5,3,4,4,1,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,5,4,3,4,4,5,5,3,2,3,2,3,3,3,4,4,4,3,2,5,3,5,4,4,4,3,3,3,3,4,4,4,5,3,3,2,18,asian,psychology,1,2,2,2,1,2
R_24BLRpYxOzMmYfR,Default Response Set,Anonymous,,,64.180.169.166,0,2017-12-03 22:43,2017-12-03 23:30,1,,,11723,1,25,1,5,4,5,2,5,4,2,4,4,4,4,3,2,4,6,4,3,4,3,3,4,5,3,6,5,5,5,5,5,4,3,3,4,5,4,6,6,5,7,5,5,6,6,5,5,5,4,3,4,5,1,4,4,5,3,6,6,7,6,5,4,5,4,4,4,6,4,6,5,5,6,6,5,5,5,5,4,4,4,5,4,6,3,3,4,4,4,3,2,5,4,4,4,4,2,6,4,6,3,4,3,3,3,3,5,3,4,3,4,5,1,18,sikh,undeclared,8,8,8,8,4,2
R_3hDO7I61pQiIZRD,Default Response Set,Anonymous,,,205.250.221.195,0,2017-12-05 10:09,2017-12-05 10:21,1,,,8982,1,80,1,6,5,5,3,3,2,4,5,3,6,4,3,2,3,5,3,3,5,3,6,6,4,3,5,5,2,5,5,3,3,5,5,5,3,3,3,6,4,3,4,3,6,5,5,5,5,3,5,3,5,1,3,3,4,4,6,7,6,6,4,4,5,5,5,6,5,5,4,5,5,5,6,5,5,6,5,4,3,3,4,5,6,3,4,5,4,5,4,5,3,4,4,3,3,5,6,5,6,4,4,4,3,3,2,4,3,3,2,3,3,1,18,Canadian,Economics,15,4,4,3,1,2
R_Ycu0ewtkQc9sYCd,Default Response Set,Anonymous,,,207.23.170.204,0,2017-11-28 11:03,2017-11-28 11:04,0,,,59817,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
R_32JyG6sZkzgjr59,Default Response Set,Anonymous,,,24.86.12.253,0,2017-12-05 11:41,2017-12-05 11:53,1,,,22167,1,61,1,5,2,3,3,2,2,1,3,1,5,3,6,1,2,6,2,2,3,1,5,5,3,1,2,3,2,5,5,3,2,6,6,6,2,2,2,5,2,5,1,6,2,3,3,5,3,5,5,5,2,1,2,5,4,3,3,5,6,3,6,6,5,3,6,6,5,5,2,6,6,5,5,3,6,6,6,5,3,3,5,2,2,2,4,4,2,4,2,4,2,4,4,3,2,2,5,2,6,2,2,4,4,4,4,6,5,2,1,2,2,2,22,South Asian,Health Science,8,8,8,8,4,2
R_3ELtYzG5iNLlmaC,Default Response Set,Anonymous,,,24.85.23.118,0,2017-12-05 11:44,2017-12-05 11:56,1,,,77121,1,70,1,5,5,4,3,5,4,5,5,4,4,6,3,5,3,2,5,5,4,5,3,5,5,5,5,5,5,5,5,6,4,6,6,6,6,2,6,5,5,4,5,3,6,5,6,6,6,5,5,4,5,1,4,5,3,3,7,7,7,7,7,7,5,5,7,5,7,4,4,5,7,5,6,6,5,5,5,5,2,4,5,3,5,4,4,5,5,5,5,4,4,5,5,5,5,5,4,5,7,2,2,4,3,4,3,7,6,6,6,6,6,1,18,hindu,undecided ,9,4,4,4,3,2
R_2SDAxq2XzPMnnCM,Default Response Set,Anonymous,,,142.179.11.62,0,2017-12-05 11:49,2017-12-05 12:05,1,,,32652,1,86,1,6,6,2,5,2,5,2,1,3,6,2,5,2,2,6,3,6,2,2,2,6,5,2,1,2,2,5,2,2,1,6,7,6,2,2,6,6,5,5,5,5,5,4,5,6,5,5,3,3,6,1,4,4,4,5,6,6,6,6,6,4,3,6,5,6,6,6,1,5,6,6,5,5,2,4,5,6,2,2,6,5,6,5,4,5,5,4,5,5,5,5,5,5,5,2,7,2,7,2,4,4,4,2,2,5,5,2,1,3,3,2,17,Mixed,Psychology,11,2,1,1,1,2
R_28UrtkYGZfBZ9Ea,Default Response Set,Anonymous,,,205.250.9.107,0,2017-12-05 12:33,2017-12-05 12:44,1,,,52966,1,75,1,3,4,5,3,5,3,5,5,4,5,3,4,3,3,6,4,3,4,3,5,4,3,4,5,3,3,5,3,3,3,5,3,5,4,3,5,3,2,2,2,3,3,3,5,5,3,5,5,3,5,1,3,4,4,3,7,7,5,6,4,3,5,3,4,2,4,3,2,5,3,5,3,3,5,4,5,3,2,3,3,2,3,3,3,2,2,4,3,4,4,4,5,5,5,2,4,4,4,3,3,3,3,3,2,5,5,3,3,5,5,1,20,Caucasain,Health Science,8,4,3,4,3,2
R_0Ol7xm65JdygGsN,Default Response Set,Anonymous,,,64.180.186.102,0,2017-12-05 12:35,2017-12-05 12:54,1,,,69523,1,50,1,6,6,3,4,5,5,3,5,3,5,3,3,3,3,5,4,4,3,5,4,5,4,4,2,2,3,5,4,4,3,5,5,4,3,3,6,5,2,5,2,6,3,4,6,6,5,6,6,6,5,1,3,4,4,4,7,5,5,4,5,5,6,4,4,5,5,6,5,5,5,5,4,3,5,4,4,3,4,5,5,4,5,4,3,4,5,4,4,4,3,4,3,2,4,3,5,5,4,5,5,4,4,3,3,5,5,3,5,4,3,2,18,Chinese,Communications,7,8,3,8,1,2
R_2zZwFaqeClmJrAu,Default Response Set,Anonymous,,,96.48.237.246,0,2017-12-05 12:46,2017-12-05 12:57,1,,,38694,1,40,1,6,3,4,5,5,5,5,4,3,6,4,5,1,2,5,4,3,3,4,4,5,3,3,5,2,3,4,4,2,2,5,5,5,4,2,5,4,4,5,4,4,4,4,6,5,5,5,6,4,6,1,3,3,4,4,6,6,6,5,5,6,5,3,4,5,3,6,2,3,4,6,4,2,5,4,4,2,5,4,5,2,5,4,4,4,4,5,2,3,3,5,4,4,4,2,6,3,4,5,5,3,3,2,2,5,3,5,4,6,5,1,18,Half European Half Asian,Math,5,3,3,4,4,2
R_1f0LGrLej7gTJcA,Default Response Set,Anonymous,,,207.23.173.3,0,2017-12-05 13:34,2017-12-05 13:39,1,,,88705,1,60,1,4,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,6,4,5,6,4,4,4,4,6,6,6,6,2,2,2,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,2,2,2,2,2,3,3,3,2,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,1,1,1,1,4,4,4,4,4,4,2,20,east indian,behav. neuro.,15,6,6,6,2,2
R_OoFcWL2iDVGqfnz,Default Response Set,Anonymous,,,70.70.102.17,0,2017-12-05 13:25,2017-12-05 13:41,1,,,21256,1,60,1,6,4,5,2,5,2,3,5,2,4,2,2,2,1,5,2,4,5,2,3,6,2,2,4,6,2,6,5,2,1,5,6,7,2,2,6,5,6,5,3,6,6,3,6,5,4,6,5,5,5,1,4,5,4,2,7,6,7,7,7,5,6,5,6,5,5,6,4,5,7,5,4,5,2,5,5,2,4,2,3,3,6,5,5,5,2,4,5,3,3,5,3,4,5,7,5,6,6,6,4,4,3,2,3,5,5,2,2,3,1,1,22,East Indian,Criminology,6,2,1,4,3,2
R_3lsIYRXGC3OyEFy,Default Response Set,Anonymous,,,70.70.5.151,0,2017-12-05 13:57,2017-12-05 14:08,1,,,7175,1,51,1,6,5,5,4,4,4,3,3,1,4,4,5,3,3,5,4,4,3,3,3,5,3,3,3,3,4,4,4,5,3,5,5,5,3,2,4,5,3,3,2,4,4,4,4,5,4,5,4,3,4,1,3,4,3,3,5,4,5,4,4,3,4,4,4,3,4,3,2,3,4,5,5,4,5,4,4,4,1,4,4,4,4,3,4,3,3,4,4,4,3,3,3,3,4,5,5,5,4,4,3,3,4,3,4,5,5,5,3,5,4,2,18,Sikh,Sciences undecided,7,3,3,3,1,2
R_1IhfxvuiURXJaX8,Default Response Set,Anonymous,,,184.151.231.192,0,2017-12-05 10:30,2017-12-05 14:09,1,,,69523,1,70,1,6,5,3,2,5,3,5,3,3,5,5,2,2,4,5,4,4,5,3,2,4,3,2,5,2,2,5,2,5,2,6,6,6,3,2,5,5,2,5,2,2,3,5,6,6,6,5,5,4,5,1,2,4,4,3,6,5,5,5,5,5,6,4,4,5,2,5,2,6,5,2,4,5,3,2,2,3,3,2,6,5,5,4,4,5,4,4,4,4,4,5,4,3,4,2,3,2,3,3,4,4,4,3,3,5,5,5,3,3,3,2,22,East Asian,Psychology (intended),4,3,4,4,1,2
R_1F5L4upX013qjzN,Default Response Set,Anonymous,,,24.244.32.214,0,2017-12-05 20:26,2017-12-05 20:45,1,,,25373,1,62,1,5,6,5,3,2,5,5,3,3,6,3,3,2,3,5,5,4,5,3,3,4,2,3,5,2,5,5,3,4,2,2,4,3,5,5,2,3,2,3,2,2,6,6,3,6,7,2,2,2,2,1,3,4,4,4,7,6,6,5,4,4,6,5,4,5,5,6,5,5,6,3,5,5,5,4,5,4,3,4,2,5,2,3,1,4,4,3,4,4,4,4,5,5,5,5,6,5,5,4,4,3,2,3,3,6,4,6,5,6,3,4,19,Asian,Crim,9,8,8,8,1,2
R_2CwY4xYZwADpk09,Default Response Set,Anonymous,,,172.218.134.250,0,2017-12-05 22:29,2017-12-05 22:43,1,,,79031,1,70,1,6,6,5,3,5,6,2,6,2,7,3,5,3,3,5,3,5,6,3,5,5,5,5,5,5,2,3,5,5,3,7,5,5,2,1,5,6,5,5,5,3,5,1,6,5,5,5,5,5,5,1,4,4,4,4,6,6,5,5,4,2,5,4,5,5,5,5,5,6,5,6,7,5,6,5,7,3,3,3,6,3,6,4,2,4,4,4,4,4,4,4,4,4,4,3,6,3,5,3,3,3,3,3,3,5,3,3,3,5,3,2,21,White,Health Science ,8,3,2,5,3,2
R_3kMaTiQEjGKRSmt,Default Response Set,Anonymous,,,64.180.162.81,0,2017-11-29 0:05,2017-11-29 0:05,0,,,58097,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
R_x9l91Ks6ux51juF,Default Response Set,Anonymous,,,24.85.64.48,0,2017-12-06 0:20,2017-12-06 0:34,1,,,64387,1,90,1,6,2,5,7,5,2,2,5,2,5,3,5,2,2,5,2,3,2,2,5,5,3,5,5,2,2,5,4,5,3,5,6,6,3,2,6,5,5,5,2,2,5,2,6,6,2,6,5,6,6,1,3,4,4,5,7,6,6,5,6,6,6,5,6,6,5,5,2,5,6,6,5,5,5,4,5,2,1,3,3,2,6,4,4,4,5,4,4,3,5,4,5,5,5,3,5,2,6,4,5,4,4,4,3,6,5,6,3,5,5,1,18,Indian,Psychology,12,2,2,2,1,2
R_xit0LYIjp6hGiyt,Default Response Set,Anonymous,,,96.55.128.171,0,2017-12-06 0:20,2017-12-06 0:36,1,,,20313,1,83,1,7,6,2,5,5,2,3,2,2,5,5,4,3,4,5,5,5,6,2,4,5,4,2,4,4,5,4,3,6,2,5,7,7,4,1,6,5,5,4,3,4,4,2,5,5,4,6,7,5,5,1,3,3,4,4,4,4,5,4,4,5,5,5,5,6,4,6,4,5,6,5,5,4,5,5,5,4,3,4,3,1,6,4,4,4,4,4,4,4,4,4,4,4,4,3,5,3,5,3,5,4,4,4,4,5,5,3,1,4,5,2,20,caucasian,criminology,8,2,2,2,1,2
R_Z4BKfL6jZ13lzYB,Default Response Set,Anonymous,,,205.250.221.195,0,2017-12-06 0:32,2017-12-06 0:42,1,,,8982,1,80,1,5,6,5,3,3,3,4,5,3,5,5,2,3,2,5,3,3,5,3,5,5,5,3,3,4,3,5,5,4,3,5,5,5,5,3,3,6,3,3,5,3,6,5,4,5,6,5,4,3,4,1,3,3,4,4,6,4,4,4,5,4,5,5,4,4,5,5,3,5,5,5,6,5,6,6,5,3,4,4,4,5,6,3,3,5,3,4,4,4,3,4,4,4,4,5,6,5,3,5,4,4,3,3,2,5,5,3,3,4,4,1,18,Canadian,Economics,15,4,4,3,1,2
R_2CqCTFGEFMjDTYQ,Default Response Set,Anonymous,,,108.180.198.18,0,2017-12-06 5:00,2017-12-06 5:06,1,,,13911,1,51,1,3,6,6,4,4,4,4,4,4,4,5,5,5,5,3,5,3,5,5,2,2,2,2,2,2,2,2,2,2,2,6,6,5,5,5,4,4,4,4,5,5,5,4,6,4,4,4,5,5,4,1,4,4,3,4,7,7,6,3,7,6,7,7,7,7,6,7,1,7,7,3,4,4,5,4,5,4,4,5,4,5,5,5,4,5,3,5,3,5,5,5,5,5,5,4,4,4,5,6,5,3,3,3,3,5,5,6,5,6,5,1,19,South Asian,Cognitive Science,5,2,3,3,1,2
R_3meCPPZH7RinapT,Default Response Set,Anonymous,,,207.23.207.29,0,2017-11-29 11:31,2017-11-29 11:31,0,,,66646,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
R_2tn98d4f0Oz8m11,Default Response Set,Anonymous,,,142.58.82.88,0,2017-12-06 14:16,2017-12-06 14:27,1,,,75235,1,60,1,5,1,5,6,4,5,6,5,5,3,4,2,3,5,5,6,2,2,7,6,3,5,5,6,4,6,5,5,5,5,2,2,3,5,5,4,6,4,3,3,1,6,6,5,5,7,5,5,4,3,1,4,4,3,3,6,7,5,7,5,7,5,5,6,2,5,6,1,1,4,5,6,2,4,4,2,1,3,3,5,2,5,4,3,3,3,3,4,3,4,3,4,4,4,3,4,6,5,3,3,2,2,3,3,6,5,6,5,6,5,2,18,European- White,Criminology,13,6,6,7,2,2
R_2BkA8XfiCieYHMi,Default Response Set,Anonymous,,,23.16.18.149,0,2017-11-30 0:51,2017-11-30 0:51,0,,,22945,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
R_3Gv3b1BG9eYyXIs,Default Response Set,Anonymous,,,70.79.180.10,0,2017-12-07 18:37,2017-12-07 18:48,1,,,83009,1,61,1,7,4,5,2,6,2,5,4,4,5,5,4,4,4,6,4,4,4,4,4,6,4,2,4,4,2,5,5,5,2,5,4,4,4,3,6,5,4,5,4,5,5,6,5,6,5,4,5,4,6,1,4,4,3,4,6,7,7,5,7,7,6,5,6,5,6,6,4,5,6,5,2,6,5,4,5,4,4,4,4,2,7,4,5,4,4,4,5,3,2,3,2,3,2,5,4,5,4,5,4,3,3,3,3,5,5,6,6,5,5,1,20,Chinese ,Criminology ,2,8,8,8,4,2
R_1rwDg2ernIq2H3y,Default Response Set,Anonymous,,,174.6.24.67,0,2017-12-02 0:05,2017-12-02 0:11,0,,,84004,1,89,1,6,6,5,5,5,5,4,5,3,5,5,4,3,2,6,4,4,4,3,5,5,6,4,5,4,6,5,5,5,2,6,6,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,,,,,,,,,,,,,,,,2
R_3fktQq1Oe5IsQ6X,Default Response Set,Anonymous,,,142.58.42.43,0,2018-01-17 10:10,2018-01-17 10:19,1,,,10196,1,72,1,6,6,5,6,5,5,5,3,4,6,3,3,3,3,4,4,5,3,4,4,4,5,4,5,5,4,4,5,5,4,6,5,4,4,3,5,6,4,5,5,4,5,6,4,5,6,5,5,5,6,1,3,3,4,4,6,5,6,6,6,6,6,5,5,4,5,6,5,3,5,5,5,5,5,6,5,3,3,3,3,3,5,4,2,4,4,3,4,3,3,4,4,4,4,5,6,6,3,4,5,3,3,3,3,6,6,5,5,6,5,1,19,Korean,Biomedical Physiology,8,5,4,3,2,2
R_1CpVGgae0NEqA1j,Default Response Set,Anonymous,,,207.23.177.47,0,2018-01-17 10:37,2018-01-17 11:46,1,,,45931,1,50,1,5,5,5,2,6,2,3,5,2,5,3,3,2,3,6,3,5,5,2,3,5,3,3,5,5,2,6,3,3,3,5,5,6,3,2,3,5,3,3,3,5,6,4,4,5,4,5,4,5,6,1,3,4,4,4,7,5,4,4,4,4,6,3,6,4,5,3,1,3,4,5,5,5,5,5,6,3,3,4,5,2,5,2,2,4,2,3,4,5,4,3,4,5,5,4,6,4,6,3,4,4,4,4,4,5,5,3,2,4,3,1,19,Chinese,Health science,1,3,3,8,3,2
R_3oQRd4zTLKeikSs,Default Response Set,Anonymous,,,99.199.50.250,0,2018-01-17 11:59,2018-01-17 12:04,1,,,77066,1,82,1,6,6,2,6,3,6,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,5,4,4,3,5,5,3,4,5,3,4,3,3,1,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,4,4,4,4,5,2,4,3,4,4,3,5,5,4,5,5,4,5,5,5,5,4,5,7,6,4,7,7,1,3,2,4,4,5,3,4,6,6,3,2,19,Chinese ,Criminology ,6,4,4,4,2,2
R_2pPM07CeB9dUyo1,Default Response Set,Anonymous,,,50.92.13.207,0,2018-01-17 11:46,2018-01-17 12:09,1,,,14263,1,70,1,6,4,1,2,6,5,3,2,1,5,2,2,3,1,7,5,5,6,3,2,6,1,5,2,2,2,5,2,2,1,6,7,6,4,1,2,2,2,1,2,5,1,1,3,3,1,7,6,6,1,1,2,2,5,4,7,7,5,6,5,3,5,4,3,6,6,5,4,7,2,6,5,5,7,7,7,7,1,1,2,6,6,3,2,5,5,3,5,4,4,3,5,5,3,6,5,3,2,4,3,4,3,4,3,3,3,1,1,3,2,2,18,Indo-Canadian,Business,9,2,2,2,1,2
R_3ikTkMzTF3mpXxr,Default Response Set,Anonymous,,,135.0.187.9,0,2018-01-17 12:15,2018-01-17 12:31,1,,,72267,1,50,1,6,6,1,7,5,4,3,2,4,4,5,1,2,2,5,5,5,3,2,3,5,1,3,2,4,3,3,3,2,2,6,7,7,3,1,5,3,2,5,1,6,2,5,5,4,4,5,6,5,5,1,2,3,4,2,7,5,5,5,5,6,5,5,4,5,6,5,2,5,5,5,4,5,5,5,3,2,2,5,1,1,5,4,3,5,3,5,5,5,5,4,5,5,5,4,5,6,5,4,6,4,3,4,3,5,5,1,1,2,2,2,18,Asian ,Psychology ,5,8,8,8,2,2
R_2dlIBT2vaN2aoOQ,Default Response Set,Anonymous,,,142.58.172.140,0,2018-01-17 14:16,2018-01-17 14:22,1,,,58481,1,61,1,6,6,5,3,5,2,2,4,2,6,4,4,2,2,6,3,2,5,1,5,6,3,2,2,4,2,4,2,5,2,5,6,6,3,2,5,3,2,2,2,4,2,2,5,4,3,5,4,5,5,1,2,4,4,4,6,3,5,4,5,7,6,5,5,5,3,6,2,3,5,5,5,6,5,4,5,4,2,4,5,2,5,4,3,5,4,4,4,4,4,4,3,3,4,4,7,3,7,2,5,4,4,4,4,4,4,1,2,4,2,2,19,South asian,Biology,15,3,2,3,1,2
R_3HMl7lllJAkyWvH,Default Response Set,Anonymous,,,207.23.202.78,0,2018-01-17 15:27,2018-01-17 15:42,1,,,31220,1,50,1,6,6,4,2,6,4,5,4,4,5,4,3,4,3,6,5,5,5,4,4,5,3,4,5,5,5,3,3,3,3,4,5,4,4,2,5,5,4,5,3,1,5,6,4,6,7,5,5,2,5,1,4,4,4,4,7,5,5,6,5,5,5,5,4,4,3,4,4,6,6,5,4,3,5,5,5,2,4,4,4,2,5,4,3,4,3,4,3,4,4,4,4,4,4,5,4,2,5,1,1,3,3,2,2,5,4,5,3,5,2,1,18,filipino-chinese,Kinesiology,1,8,7,8,4,2
R_1hTl1l75MJ6x9ZK,Default Response Set,Anonymous,,,174.7.49.126,0,2018-01-17 16:49,2018-01-17 17:13,1,,,34506,1,50,1,5,6,5,2,6,2,2,3,2,6,3,5,2,2,6,2,2,5,2,2,6,5,2,2,2,2,5,5,5,2,6,6,6,2,2,5,5,5,3,5,3,5,3,5,5,3,5,5,5,5,1,2,3,4,4,6,5,5,5,6,5,6,5,6,6,3,6,2,6,5,4,6,2,5,6,6,2,2,2,5,2,6,4,4,4,4,4,4,4,4,2,2,2,4,2,2,4,5,2,3,4,4,3,3,5,5,6,3,5,2,2,22,Caucasian,Criminology,12,2,2,2,4,2
R_p5hD9cX3E7s2G1H,Default Response Set,Anonymous,,,206.87.96.139,0,2018-01-17 18:34,2018-01-17 18:58,1,,,66368,1,60,1,5,5,5,3,5,2,3,5,3,5,3,3,1,3,5,3,3,5,1,5,5,3,2,5,1,1,5,5,3,3,7,5,6,2,1,5,6,5,5,3,3,5,4,6,5,3,5,4,5,5,1,3,4,4,4,6,5,6,5,6,6,7,6,6,7,5,7,1,4,5,5,6,3,5,5,3,3,2,3,5,3,5,5,4,4,5,5,5,4,2,3,2,2,4,5,6,4,3,3,4,4,4,3,2,3,2,3,2,2,1,1,22,Chinese,Biology,5,2,2,2,1,2
R_2VDeUt5ETaXHNJg,Default Response Set,Anonymous,,,23.16.205.236,0,2018-01-17 18:46,2018-01-17 19:17,1,,,47994,1,60,1,6,5,4,5,5,4,4,4,4,5,4,3,3,2,4,4,5,3,4,3,4,3,4,4,4,4,5,4,4,4,5,5,5,3,3,5,5,4,5,3,4,4,5,5,5,5,5,4,3,4,1,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,4,3,4,4,5,4,3,4,3,3,4,3,4,3,3,4,4,2,6,2,5,2,4,4,4,3,3,5,5,5,4,4,4,2,18,Chinese,Criminology,,8,8,8,4,2
R_1jvuTf93zTqt3q9,Default Response Set,Anonymous,,,70.79.174.147,0,2018-01-17 19:34,2018-01-17 19:46,1,,,38928,1,50,1,6,5,5,4,5,5,4,4,3,5,3,3,3,5,5,4,2,3,3,2,5,2,2,5,3,6,3,5,5,4,3,4,4,4,3,3,6,4,3,3,2,5,4,2,3,5,5,2,2,5,1,3,4,4,3,7,7,5,5,6,4,3,4,6,2,4,4,3,2,5,5,5,5,2,3,2,2,2,5,5,2,4,4,2,3,3,4,5,3,4,5,5,5,5,4,5,4,6,3,4,3,3,3,3,6,5,5,3,5,5,4,18,Chinese Canadian,Business,8,5,4,4,2,2
R_1QlNz7nYR2599kq,Default Response Set,Anonymous,,,206.116.64.112,0,2018-01-17 21:23,2018-01-17 21:47,1,,,60178,1,60,1,5,6,5,2,5,3,2,4,5,6,3,3,2,4,7,4,3,3,3,5,3,7,6,7,3,1,5,5,7,4,5,5,5,5,2,7,7,3,2,5,5,7,5,6,5,5,5,6,5,7,1,4,3,4,4,7,6,7,5,6,7,7,4,5,5,6,6,5,6,6,5,3,5,6,2,4,5,5,5,7,6,7,4,4,4,4,4,5,4,5,5,5,4,5,5,5,5,5,2,4,2,2,3,2,7,6,5,6,5,6,1,18,Filipino,Psychology,14,3,5,3,2,2
R_3gSl2nUEZCZL8HU,Default Response Set,Anonymous,,,24.85.112.9,0,2018-01-18 10:02,2018-01-18 10:12,1,,,80873,1,35,1,5,6,5,3,5,2,2,6,2,6,4,4,2,2,3,5,5,4,3,2,5,2,2,2,2,2,6,5,5,2,6,6,6,2,2,5,3,4,2,2,5,2,2,3,5,3,6,6,6,5,1,2,4,2,4,6,4,4,5,4,3,5,5,5,5,3,5,4,5,3,6,6,5,4,2,5,2,3,4,4,2,6,4,5,4,4,3,4,4,2,2,2,2,4,4,4,4,4,4,4,4,3,4,3,5,3,2,2,2,2,2,19,Irish (European),Behavioural Neuroscience,,2,3,3,1,2
R_2waF2wiTd2n9LoZ,Default Response Set,Anonymous,,,207.23.170.72,0,2018-01-18 10:31,2018-01-18 10:52,1,,,61875,1,61,1,5,5,3,2,5,3,3,5,3,5,5,2,2,3,5,3,5,5,3,5,5,2,2,5,5,2,6,5,3,2,6,6,6,5,1,5,5,5,5,3,2,6,4,5,6,3,6,6,2,5,1,2,2,4,5,7,5,5,5,4,3,6,6,5,4,4,6,4,3,2,6,6,5,3,5,5,2,2,5,3,1,5,3,5,4,2,3,4,4,3,3,3,2,4,3,7,6,7,4,2,4,4,3,3,5,5,5,3,5,2,2,18,Chinese,Business,8,2,1,3,1,2
R_3pbduL5Pif6DyjU,Default Response Set,Anonymous,,,142.58.84.44,0,2018-01-18 11:57,2018-01-18 12:22,1,,,14210,1,70,1,4,4,7,2,5,3,2,5,4,5,2,4,2,4,5,5,6,2,3,2,4,3,3,5,4,4,4,5,4,6,7,6,3,4,2,6,7,2,7,2,4,7,6,7,5,5,5,5,5,6,1,3,4,3,5,7,6,5,6,6,4,7,4,2,6,5,7,3,4,5,5,5,6,7,6,6,4,4,6,6,3,4,5,5,5,5,4,5,4,4,4,4,4,5,4,7,7,2,5,4,3,2,2,2,5,6,7,6,4,4,1,22,Asian,Criminology,2,8,3,3,1,2
R_2cvlTInSBhlkTeu,Default Response Set,Anonymous,,,207.23.166.6,0,2018-01-18 12:04,2018-01-18 12:27,1,,,78948,1,61,1,6,6,3,2,3,3,4,3,3,6,3,4,3,3,3,3,5,4,3,4,5,3,4,4,3,3,4,3,5,3,4,3,5,4,3,5,5,4,5,3,4,3,3,5,6,3,2,3,2,5,1,3,3,3,4,5,5,6,4,6,6,4,3,4,4,5,4,3,4,5,5,5,5,4,3,4,3,3,4,4,3,5,3,4,3,4,4,4,3,4,4,4,4,4,5,6,5,4,4,4,3,3,3,2,5,5,4,3,5,4,1,24,Chinese Canadian,Kinesiology,,3,8,8,,2
R_4IyWrBnE9LszNHH,Default Response Set,Anonymous,,,174.7.163.35,0,2018-01-18 13:24,2018-01-18 13:30,1,,,54248,1,93,1,6,7,4,1,5,1,1,5,2,6,5,5,2,2,5,1,3,3,2,5,5,5,2,2,3,1,2,2,2,1,6,6,6,2,2,5,3,5,3,3,3,3,5,5,5,6,3,5,3,5,1,3,4,5,5,5,4,5,6,4,7,7,7,2,5,5,7,1,7,5,6,6,6,5,6,6,3,3,3,2,5,5,4,5,5,4,5,5,5,2,2,2,2,2,7,7,7,7,7,7,4,4,4,4,5,3,1,1,5,1,2,25,caucasian,CRIM,9,2,1,2,3,2
