V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1,Q22,Q74_1,Q63,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q21,Q24,Q26,Q27,Q28,Q216_1,Q216_2,Q216_6,Q216_7,Q216_12,Q216_13,Q216_15,Q216_17,Q216_22,Q216_24,Q216_30,Q216_34,Q216_35,Q216_36,Q216_37,Q217,Q218_1,Q218_2,Q218_3,Q218_4,Q219_1,Q219_2,Q219_3,Q219_4,Q219_5,Q219_6,Q219_7,Q219_8,Q219_9,Q219_10,Q219_11,Q219_12,Q219_13,Q219_14,Q219_15,Q220_1,Q220_2,Q220_3,Q220_4,Q220_5,Q220_6,Q220_7,Q220_8,Q220_9,Q220_10,Q220_11,Q220_13,Q59_1,Q59_2,Q59_3,Q59_4,Q59_5,Q59_6,Q59_7,Q59_8,Q59_9,Q59_10,Q59_11,Q59_12,Q23_1,Q23_2,Q23_3,Q23_4,Q60_1,Q60_2,Q60_3,Q60_4,Q60_5,Q60_6,Q222_1,Q222_2,Q222_3,Q222_4,Q222_5,Q222_6,Q65,Q67,Q69,Q75,Q71,Q72,Q73,Q74,Q75,Q59,LocationLatitude,LocationLongitude,LocationAccuracy,
R_2pWFdicoulIwPY5,Default Response Set,Anonymous,,,24.86.80.83,0,2017-11-28 15:29:49,2017-11-28 15:40:54,1,94575,1,51,1,5,5,3,3,5,3,5,5,3,5,3,3,5,5,5,3,5,5,3,3,3,2,6,5,1,2,2,5,5,2,5,5,2,4,6,5,5,6,7,5,3,6,6,6,5,7,6,6,6,6,1,4,4,4,4,5,6,6,5,6,6,6,4,5,6,6,6,5,5,5,3,3,2,5,4,6,4,3,4,3,2,3,4,4,3,4,4,4,4,5,4,5,5,4,4,4,1,1,6,6,6,6,6,6,6,6,6,6,6,6,1,21,East-Asian,Economics,4,3,3,3,1,1,49.280700683594,-123.03970336914,-1,
R_2w5FZSUo3kKS0gZ,Default Response Set,Anonymous,,,50.92.58.153,0,2017-11-28 16:09:01,2017-11-28 16:22:26,1,13933,1,45,1,6,6,2,2,5,4,2,4,2,6,2,5,2,2,6,3,5,3,2,2,4,2,2,4,2,3,5,2,4,2,6,6,6,2,2,5,5,2,2,2,2,5,3,5,5,4,5,5,4,4,1,2,3,4,4,4,4,5,5,6,5,6,3,5,6,3,6,2,3,3,4,4,2,3,3,4,2,2,2,3,1,5,4,4,4,4,4,4,4,2,2,2,2,3,4,3,3,3,4,3,3,3,3,4,2,5,3,6,5,4,2,19,Half Scottish Half African American,Linguistics,3,2,2,2,1,1,49.283294677734,-122.84999847412,-1,
R_1jkx6zmKVRflytn,Default Response Set,Anonymous,,,162.156.172.92,0,2017-11-28 18:37:24,2017-11-28 18:53:38,1,70366,1,51,1,6,2,5,2,5,6,5,4,2,3,1,4,4,1,5,2,4,4,2,2,6,2,4,3,1,2,5,5,5,2,5,4,5,5,2,5,7,4,4,4,2,5,7,5,6,6,5,5,6,4,1,1,4,2,4,5,6,6,5,2,5,4,3,2,2,2,3,1,1,4,6,5,5,2,2,4,1,1,4,6,4,7,2,2,2,3,4,3,3,4,3,4,4,3,4,3,2,2,6,6,3,2,3,3,6,7,4,4,5,4,1,18,Indian,Economics,12,8,8,8,4,1,49.188598632812,-122.93840026855,-1,
R_ApTgHzlL1wIcwEh,Default Response Set,Anonymous,,,70.68.222.153,0,2017-11-28 21:25:29,2017-11-28 21:32:35,1,56481,1,11,1,6,6,4,2,4,2,4,4,4,4,5,4,3,2,5,3,4,4,3,4,4,4,2,4,4,2,4,4,3,2,6,6,6,5,2,4,4,4,4,4,5,4,3,4,5,2,5,5,5,4,1,3,4,4,5,7,5,5,4,6,5,6,6,6,6,5,7,6,6,6,5,5,5,5,4,5,2,3,4,4,4,4,5,5,5,4,4,4,5,3,3,3,4,5,3,3,2,2,4,4,2,2,4,3,3,7,4,5,3,3,2,18,Italian,Undecided,15,8,8,8,4,1,49.316696166992,-122.73840332031,-1,
R_1KshXUmJpeV3MS3,Default Response Set,Anonymous,,,50.67.253.147,0,2017-11-21 22:02:06,2017-11-21 22:02:13,0,8547,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_en6KxQrNk53CrJL,Default Response Set,Anonymous,,,96.55.252.65,0,2017-11-29 00:33:16,2017-11-29 00:47:21,1,42548,1,48,1,5,4,3,3,4,4,3,3,3,5,4,3,3,3,5,4,4,3,4,3,5,4,3,4,2,4,5,4,4,2,5,6,6,4,2,3,6,2,5,2,3,5,5,3,3,5,5,3,4,5,1,3,3,4,4,5,5,5,4,6,5,5,4,5,5,5,6,4,6,4,3,5,5,4,3,5,4,2,3,4,2,5,5,4,4,5,4,4,4,3,3,3,3,3,4,4,4,4,5,4,6,3,4,4,6,6,5,4,5,4,1,19,South Asian,Criminology,8,3,3,2,3,1,49.188903808594,-122.87300109863,-1,
R_3hfNw3NCYF1lCET,Default Response Set,Anonymous,,,50.98.152.30,0,2017-11-29 09:40:49,2017-11-29 10:16:14,1,17344,1,24,1,6,2,5,2,5,2,6,5,2,7,5,5,2,2,5,5,4,5,6,5,6,6,4,5,5,3,6,4,6,2,6,6,6,2,2,6,6,2,6,2,3,5,5,3,4,5,5,5,5,5,1,4,4,3,4,5,5,4,5,3,5,5,4,4,5,5,4,5,5,5,6,3,6,6,5,5,5,6,6,5,5,6,2,3,4,4,5,4,3,4,3,3,4,4,3,3,3,2,6,6,5,5,5,5,5,3,5,3,3,5,1,19,Mexican ,Political science ,10,2,2,2,1,1,49.274002075195,-122.76490020752,-1,
R_3NQhrykWoxVekfw,Default Response Set,Anonymous,,,207.23.195.199,0,2017-11-29 10:28:54,2017-11-29 10:42:40,1,26317,1,28,1,6,6,3,3,5,2,4,4,2,6,4,4,3,2,5,4,4,4,2,4,5,2,1,4,3,3,4,4,3,2,6,6,6,2,1,4,4,4,2,3,7,3,2,2,5,3,7,5,7,6,1,4,4,5,4,5,5,5,3,5,7,6,6,4,5,4,4,1,4,3,5,4,4,5,3,5,3,1,2,4,1,5,3,4,5,5,5,5,4,4,4,4,4,4,4,4,3,3,5,4,3,3,5,4,4,5,3,6,4,4,2,18,"White, Chinese",Communications,10,2,1,2,3,1,49.264007568359,-122.93690490723,-1,
R_1rPSjO4lpGp0KC5,Default Response Set,Anonymous,,,96.48.172.16,0,2017-11-29 10:38:05,2017-11-29 10:48:02,1,48463,1,80,1,5,6,4,3,5,2,4,3,2,6,3,3,3,2,5,4,4,3,3,4,4,3,2,5,5,3,4,4,3,2,4,4,5,4,3,5,5,4,6,4,2,6,5,6,6,6,4,4,4,6,1,2,3,4,4,7,7,6,5,6,6,4,4,5,5,5,5,2,5,5,5,5,4,5,4,6,2,2,2,2,2,4,3,5,5,4,5,4,4,4,4,5,5,5,3,3,2,4,5,3,4,3,3,3,6,6,7,5,7,4,1,18,Asian,Psychology,10,8,8,8,4,1,49.216705322266,-122.91670227051,-1,
R_2oDJ72v3SKYjKhz,Default Response Set,Anonymous,,,142.58.162.44,0,2017-11-29 11:18:51,2017-11-29 11:33:53,1,93574,1,78,1,6,6,5,3,5,4,6,4,2,6,2,2,4,2,4,5,5,4,2,3,6,2,2,4,2,5,6,4,3,2,4,5,5,3,3,3,5,2,2,2,5,5,3,2,5,3,5,5,3,2,1,3,4,2,3,7,7,5,4,5,5,3,5,3,4,6,4,3,4,5,5,3,4,3,4,3,2,2,3,2,2,3,3,3,4,2,4,4,3,3,4,5,5,4,4,2,3,1,6,5,6,3,6,6,5,6,5,4,4,3,2,18,white,psychology,11,5,5,5,2,1,49.264007568359,-122.93690490723,-1,
R_29obGXKZxHdnQe2,Default Response Set,Anonymous,,,207.23.192.231,0,2017-11-29 13:29:21,2017-11-29 13:39:20,1,76125,1,61,1,5,6,2,5,5,6,5,2,2,6,2,2,3,2,5,5,5,2,5,2,5,5,2,5,2,5,5,2,5,2,3,5,3,6,5,5,5,2,5,2,2,5,5,5,6,6,5,5,5,5,1,3,3,4,4,4,5,5,4,4,4,3,3,4,4,5,2,2,3,5,5,6,6,5,3,5,2,2,2,2,3,6,3,3,3,3,4,4,3,4,4,5,4,4,3,3,3,3,6,6,6,6,6,5,4,7,4,5,4,6,1,18,Korean canadian,Business,15,6,5,6,2,1,49.264007568359,-122.93690490723,-1,
R_3lrkpXzjpfQvjwM,Default Response Set,Anonymous,,,207.23.187.161,0,2017-11-29 13:42:06,2017-11-29 13:51:03,1,16547,1,51,1,6,2,5,2,5,3,3,3,6,5,5,2,5,3,5,2,2,2,3,4,4,3,5,3,5,3,5,5,5,2,5,6,5,3,3,7,7,7,3,6,1,7,7,6,7,6,2,2,2,7,1,3,4,4,4,7,7,7,6,7,6,7,5,6,6,6,6,5,5,5,6,6,5,5,6,5,5,5,6,5,4,5,4,4,4,5,5,5,4,5,5,5,5,5,3,3,2,2,7,7,5,5,7,7,1,6,6,4,1,4,1,19,white,crim,7,4,7,5,1,1,49.264007568359,-122.93690490723,-1,
R_DSF8yyCBApS1G8h,Default Response Set,Anonymous,,,207.23.186.177,0,2017-11-29 11:02:52,2017-11-29 14:02:45,1,68307,1,75,1,6,4,3,2,3,2,4,5,2,4,5,2,4,3,5,2,3,5,2,5,6,5,2,3,3,2,6,3,5,3,5,4,6,4,2,5,6,4,2,4,3,5,2,5,5,2,6,5,5,5,1,2,4,2,3,6,5,6,6,4,4,4,5,5,4,5,5,3,5,5,5,6,3,3,4,5,3,2,5,5,3,5,4,2,4,1,1,5,5,2,2,1,4,2,3,3,4,3,6,4,4,2,5,5,5,4,4,2,3,2,2,18,Caucasian,Not declared,6,2,3,3,1,1,49.264007568359,-122.93690490723,-1,
R_1KuRJhd31PEze15,Default Response Set,Anonymous,,,207.23.164.30,0,2017-11-29 13:56:13,2017-11-29 14:06:29,1,51786,1,50,1,6,5,5,3,5,4,2,5,2,5,3,5,2,2,5,2,5,4,2,5,6,2,2,5,3,2,5,4,5,2,7,7,7,1,1,5,3,2,5,2,3,3,5,5,5,5,5,5,5,5,1,3,3,5,5,5,4,5,3,6,3,6,3,5,6,4,3,3,3,5,5,6,5,7,7,6,6,2,3,5,1,5,4,5,5,5,5,4,5,3,3,3,3,3,4,4,2,2,5,5,3,2,4,3,4,7,4,3,4,4,1,17,Vietnamese,Business,10,3,2,2,3,1,49.264007568359,-122.93690490723,-1,
R_1gedGqC6JtnTHgB,Default Response Set,Anonymous,,,142.58.175.105,0,2017-11-29 13:38:32,2017-11-29 14:35:17,1,16955,1,50,1,6,7,2,5,2,4,4,2,1,6,1,2,4,2,2,4,5,2,2,2,6,1,2,3,2,4,4,4,5,1,7,6,6,6,2,2,3,2,4,1,3,2,4,2,7,4,4,4,1,4,1,4,3,2,1,2,6,6,1,2,1,5,2,1,1,4,1,2,1,5,5,3,3,4,5,5,2,3,5,4,2,5,3,3,5,5,5,4,4,5,4,5,5,5,4,4,4,4,6,7,4,7,7,6,4,6,6,5,2,6,2,18,Indian ,Psychology ,8,8,8,8,1,1,49.264007568359,-122.93690490723,-1,
R_3kBvZsMrMcsy7sH,Default Response Set,Anonymous,,,174.7.59.207,0,2017-11-29 14:24:40,2017-11-29 14:38:45,1,65786,1,72,1,6,2,2,2,3,2,3,5,2,7,2,3,2,1,7,1,5,2,2,3,6,2,2,3,2,1,5,2,3,1,6,6,5,2,1,5,5,2,3,2,5,2,2,5,6,2,6,6,6,3,1,2,4,4,4,6,6,5,4,6,5,6,4,5,7,4,6,4,6,5,6,3,3,6,6,6,4,2,3,2,1,6,5,4,5,4,4,4,5,4,3,4,3,4,4,4,3,3,3,3,1,1,2,1,5,6,6,6,2,2,2,19,White/Caucasian ,Criminology ,10,1,1,1,1,1,49.264007568359,-122.93690490723,-1,
R_2TXErkqIOk1i9wh,Default Response Set,Anonymous,,,207.23.198.105,0,2017-11-29 14:29:00,2017-11-29 14:46:48,1,97924,1,70,1,5,5,4,3,4,3,4,3,2,5,4,3,4,4,5,4,4,4,3,4,5,5,3,4,3,3,5,4,5,3,5,5,6,2,2,5,5,3,5,3,4,5,5,4,5,5,4,4,2,4,1,4,4,3,4,6,6,5,5,5,5,5,4,5,4,4,3,3,4,4,5,5,5,4,3,4,4,3,4,5,2,5,3,3,4,3,4,4,3,5,4,5,5,4,4,2,3,2,5,5,5,3,5,4,4,5,5,6,3,4,1,18,English/Italian/Canadian ,Criminology ,6,5,5,5,2,1,49.264007568359,-122.93690490723,-1,
R_3EvdiC27S0rMCK5,Default Response Set,Anonymous,,,50.92.194.230,0,2017-11-29 15:03:18,2017-11-29 15:16:06,1,97707,1,60,1,4,5,2,3,5,2,2,2,3,5,3,4,2,2,5,4,4,2,2,3,4,3,4,3,2,3,5,2,5,3,4,4,5,4,3,3,3,3,5,2,4,3,3,4,4,4,5,5,5,3,1,3,4,3,4,5,7,6,6,4,5,5,4,4,4,5,5,1,2,4,5,3,4,4,4,3,3,3,3,6,4,4,2,3,4,3,4,4,4,4,4,4,4,3,4,3,3,2,5,3,3,3,5,4,5,6,5,4,2,3,2,19,chinese,education,6,8,8,8,1,1,49.230194091797,-122.99520111084,-1,
R_2PpUcs1fiTTGc5x,Default Response Set,Anonymous,,,207.23.178.29,0,2017-11-29 15:04:40,2017-11-29 15:19:42,1,93986,1,60,1,6,2,2,5,2,2,4,6,2,6,4,4,2,2,5,3,6,5,3,3,6,3,2,3,3,2,4,3,5,1,6,6,5,3,2,5,2,2,2,2,3,1,2,4,6,3,6,6,6,4,1,2,2,4,4,6,5,3,5,6,6,6,4,3,5,3,6,1,5,4,5,6,6,6,4,5,4,3,2,3,3,3,4,4,4,4,4,4,4,2,3,2,3,3,3,3,2,3,4,4,3,3,5,2,3,7,3,6,5,1,2,18,White,Health Science,12,2,1,4,1,1,49.264007568359,-122.93690490723,-1,
R_3OokNLwzlHvRvYj,Default Response Set,Anonymous,,,96.48.172.16,0,2017-11-29 21:18:17,2017-11-29 21:33:23,1,48463,1,90,1,5,6,3,3,5,3,3,4,4,6,4,4,3,2,5,3,4,4,3,4,5,3,4,5,4,3,4,3,3,2,3,4,5,4,3,6,5,4,5,4,5,6,6,6,5,5,4,4,4,6,1,2,4,3,3,7,7,7,6,6,5,5,5,6,6,5,3,2,5,6,4,5,4,4,4,6,3,3,3,3,2,5,2,3,4,3,4,4,3,4,4,5,5,5,4,3,3,2,5,5,4,3,3,3,6,5,7,5,6,4,1,18,Asian,Psychology,9,8,8,8,4,1,49.216705322266,-122.91670227051,-1,
R_1f2yF54LAkLO2rn,Default Response Set,Anonymous,,,70.78.236.189,0,2017-11-29 21:41:10,2017-11-29 21:52:09,1,17638,1,80,1,6,5,4,3,5,3,3,3,3,5,3,4,4,3,5,2,2,3,3,3,5,4,2,4,2,3,4,3,4,3,6,6,5,2,2,5,5,4,3,4,4,5,3,5,5,4,5,5,4,5,1,3,3,3,3,7,6,4,5,5,5,4,5,4,5,4,4,4,4,4,4,4,5,4,4,3,3,3,4,4,2,5,3,3,5,4,4,4,5,3,3,3,4,4,4,3,3,3,5,2,3,3,3,3,7,5,5,4,5,4,2,18,Caucasian,Psych,10,1,1,1,1,1,49.63459777832,-122.03799438477,-1,
R_1MWYnnvVk6E0DzT,Default Response Set,Anonymous,,,142.58.213.197,0,2017-11-29 21:42:35,2017-11-29 22:11:04,1,55300,1,78,1,6,1,1,2,3,5,5,1,1,7,1,5,4,1,6,2,6,1,1,2,3,2,5,3,3,5,2,5,4,4,2,4,6,3,5,4,3,3,4,6,4,4,5,4,2,2,4,4,5,4,1,3,2,2,2,3,5,6,4,3,3,2,5,4,5,3,3,4,1,4,3,5,3,2,3,4,3,4,5,3,4,6,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,3,4,4,5,3,3,6,3,5,4,5,5,2,2,21,east indian,Psychology and Criminology,3,1,2,2,1,1,49.264007568359,-122.93690490723,-1,
R_2Eca6juguZCCaIx,Default Response Set,Anonymous,,,24.85.112.67,0,2017-11-30 00:04:09,2017-11-30 00:21:18,1,3947,1,61,1,3,5,2,3,5,5,4,5,2,4,3,2,3,4,5,3,3,4,3,4,5,5,6,6,4,6,6,5,5,2,3,3,4,4,2,4,5,4,5,3,3,3,3,5,6,4,5,2,5,5,1,4,2,2,4,6,6,3,3,4,5,5,5,3,4,4,4,1,6,4,4,3,5,5,4,4,4,4,4,6,4,5,4,4,4,4,5,4,4,5,4,4,5,4,3,1,2,3,5,6,3,5,4,5,3,4,3,5,5,2,1,18,Chinese,business,11,3,4,4,1,1,49.274002075195,-123.0074005127,-1,
R_3lsowLXCbDIei25,Default Response Set,Anonymous,,,23.16.18.149,0,2017-11-30 00:19:42,2017-11-30 00:40:52,1,22945,1,80,1,6,6,1,3,5,2,3,2,3,6,2,4,2,2,5,2,6,5,2,2,4,4,3,3,2,5,4,2,6,1,5,6,6,2,2,5,5,3,5,3,4,5,6,5,6,6,2,5,2,4,1,2,4,4,4,5,5,6,5,4,5,5,4,4,4,4,4,3,5,4,6,5,1,6,6,6,3,1,3,6,6,6,4,3,2,3,4,3,3,5,3,5,5,4,3,3,3,3,6,5,3,3,5,5,6,5,1,6,3,4,2,19,Caucasian,Behavioural neuroscience,15,2,2,2,1,1,49.274002075195,-122.76490020752,-1,
R_1Y9y1ma0RbKFcnD,Default Response Set,Anonymous,,,50.67.249.166,0,2017-11-30 10:18:42,2017-11-30 10:40:18,1,79505,1,76,1,5,4,5,3,5,2,1,4,1,6,4,5,1,1,7,2,7,5,2,4,5,4,1,2,3,4,5,4,6,1,6,7,3,2,1,6,4,5,4,4,4,5,4,5,5,3,5,6,5,5,1,3,2,3,3,7,7,4,5,4,5,5,3,5,7,4,4,2,7,4,6,5,5,5,5,6,4,1,2,1,1,3,4,5,5,4,4,4,4,4,2,5,4,5,3,4,2,2,7,7,6,5,5,5,1,4,1,4,1,2,2,18,Sikh ,Behaviourial Neuroscience ,15,8,8,8,4,1,49.274002075195,-123.0074005127,-1,
R_24C7i09eJ5yUzdu,Default Response Set,Anonymous,,,174.7.61.172,0,2017-11-30 12:15:18,2017-11-30 12:23:01,1,99777,1,72,1,6,6,3,3,3,3,4,4,3,5,3,3,3,3,5,5,4,3,3,3,3,3,3,3,3,3,3,4,3,3,5,5,5,3,2,3,3,3,3,3,5,3,3,3,4,3,5,5,4,3,1,3,3,4,4,4,5,5,4,5,5,5,4,4,4,4,5,3,4,5,3,3,3,5,3,3,5,3,3,3,3,5,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,5,4,3,2,5,5,5,6,3,6,5,4,1,19,Caucasian,Criminology,13,2,2,2,1,1,49.264007568359,-122.93690490723,-1,
R_1r7JNK8du8wUtMF,Default Response Set,Anonymous,,,142.58.87.220,0,2017-11-30 12:47:15,2017-11-30 12:54:04,1,59988,1,50,1,5,4,4,4,4,4,4,4,4,5,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,6,4,4,4,4,4,5,4,2,5,2,4,6,6,5,4,6,4,4,4,4,1,4,4,2,3,4,4,4,5,4,4,5,4,4,3,4,4,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,2,4,4,4,4,2,4,4,4,4,4,3,2,3,2,4,5,4,4,4,4,4,3,3,3,3,3,1,18,,economy,,8,8,8,4,1,49.264007568359,-122.93690490723,-1,
R_248AxMX09C0x4wc,Default Response Set,Anonymous,,,207.102.214.34,0,2017-11-30 13:49:02,2017-11-30 14:05:17,1,54506,1,30,1,5,3,4,2,5,2,4,2,1,6,2,4,2,1,5,3,3,5,2,5,6,4,3,4,3,3,5,4,4,2,6,6,6,2,2,4,5,4,5,4,6,5,4,5,5,5,6,7,6,6,1,1,2,3,4,5,7,4,3,5,5,5,2,2,5,4,5,2,4,3,7,5,3,5,7,4,4,1,3,2,2,6,4,5,4,4,4,4,5,3,3,2,2,4,4,3,3,3,4,4,3,1,2,3,3,7,4,6,4,2,2,19,Filipino/Swiss,Undecided,1,5,4,5,2,1,49.264007568359,-122.93690490723,-1,
R_3CZPsn8xsJdDaod,Default Response Set,Anonymous,,,207.194.130.93,0,2017-11-30 17:41:30,2017-11-30 17:43:53,1,18567,1,55,1,4,3,5,3,5,3,6,3,5,4,6,4,4,6,4,6,5,5,5,5,5,5,3,3,3,5,5,5,5,3,5,3,5,3,5,4,5,5,5,5,5,4,5,4,3,4,3,5,3,5,1,2,4,4,4,5,5,5,3,3,4,5,5,4,5,5,5,5,5,5,3,5,5,4,5,4,3,4,4,4,5,5,4,4,4,4,3,4,4,3,2,3,4,3,2,3,2,3,5,4,3,5,3,4,5,5,3,4,4,4,1,18,Chinese,Business,15,4,4,2,1,1,49.042297363281,-122.28350067139,-1,
R_2aqwwjWw08ydA37,Default Response Set,Anonymous,,,70.70.8.234,0,2017-11-30 21:54:10,2017-11-30 22:07:55,1,4480,1,50,1,6,6,3,3,3,3,2,3,2,6,2,3,2,2,6,4,6,2,3,2,6,2,2,3,2,2,4,5,3,2,5,6,6,3,2,2,3,2,2,2,5,5,2,2,5,2,5,5,3,5,1,2,4,5,5,7,5,7,7,7,4,7,4,6,6,5,7,2,7,6,6,5,3,5,4,5,2,2,5,4,2,5,4,5,5,2,4,4,5,3,4,3,3,3,4,4,3,4,5,5,1,2,3,1,1,7,7,7,6,4,2,19,southeast asian,psychology,8,2,2,2,1,1,49.0791015625,-122.7552947998,-1,
R_2aXpPSFUXZ3G2WT,Default Response Set,Anonymous,,,207.23.192.37,0,2017-12-01 10:20:49,2017-12-01 10:32:15,1,69844,1,100,1,5,6,2,3,5,6,3,3,1,6,1,3,2,2,6,2,5,1,2,2,5,2,1,1,1,3,5,2,5,2,6,6,6,4,1,5,5,2,2,1,5,2,1,6,5,5,5,5,3,5,1,2,2,4,4,7,7,4,5,5,7,3,5,4,6,6,5,1,1,5,6,3,3,6,3,1,3,1,4,4,1,6,4,2,5,2,5,2,4,2,2,4,4,4,4,2,4,3,2,2,3,3,3,3,5,6,2,6,1,3,2,18,Caucasian,Psychology,11,8,8,8,4,1,49.264007568359,-122.93690490723,-1,
R_1H5kifqhTGoXhsA,Default Response Set,Anonymous,,,142.58.113.168,0,2017-12-01 10:26:27,2017-12-01 10:38:53,1,24835,1,67,1,5,5,4,3,4,5,5,5,3,3,3,4,2,4,5,5,5,5,5,4,5,5,5,5,3,2,4,5,5,3,5,5,4,4,2,5,5,4,4,5,3,5,5,6,4,3,5,3,5,5,1,2,4,4,4,6,6,6,6,4,6,5,4,4,3,6,6,2,3,5,4,5,5,4,5,5,5,4,5,5,5,5,5,3,4,4,4,3,3,4,4,4,4,5,4,3,3,3,6,6,6,5,6,6,5,5,5,3,2,2,1,23,caucasian,psychology,11,3,4,5,1,1,49.264007568359,-122.93690490723,-1,
R_1P5Fxw4Xt4LptXt,Default Response Set,Anonymous,,,207.23.177.50,0,2017-12-01 12:42:08,2017-12-01 13:03:36,1,7515,1,50,1,5,3,3,2,5,2,3,4,4,3,4,3,2,4,5,5,3,5,2,4,5,3,4,6,5,2,5,5,4,4,5,6,5,3,2,5,6,5,4,5,3,6,5,4,6,4,5,5,2,7,1,3,5,3,3,7,6,4,4,6,6,7,5,4,4,5,4,3,3,3,5,5,5,5,4,3,3,2,4,5,3,6,2,3,4,3,4,3,4,3,2,4,4,5,4,3,2,3,6,5,6,3,5,4,5,6,4,6,3,4,2,18,asian,kinesiology,12,8,8,8,3,1,49.264007568359,-122.93690490723,-1,
R_32KOrGQCEiFiQDV,Default Response Set,Anonymous,,,24.80.147.115,0,2017-12-02 03:48:40,2017-12-02 04:04:47,1,32815,1,50,1,5,4,3,4,5,6,4,5,4,6,4,3,1,3,5,4,3,5,3,2,5,6,2,6,5,2,3,2,7,2,2,2,2,5,5,5,6,3,2,2,2,5,6,5,6,6,3,2,3,2,1,5,5,4,3,7,7,7,7,5,6,6,3,5,4,7,5,3,6,5,5,4,4,7,4,7,1,3,3,5,1,5,3,2,2,1,5,3,3,5,5,5,5,5,4,1,3,4,7,7,5,2,6,6,6,7,2,7,2,2,2,19,Caucasian,Psychology,2,5,1,7,4,1,49.227493286133,-122.9300994873,-1,
R_21G23SFCd2jakwO,Default Response Set,Anonymous,,,184.65.123.146,0,2017-12-02 14:38:26,2017-12-02 14:49:13,1,56066,1,65,1,4,6,2,3,2,1,3,6,4,4,6,4,3,3,4,5,4,3,5,2,4,3,4,4,4,5,4,3,6,4,5,5,5,5,3,4,3,2,6,2,4,4,4,2,6,3,5,4,2,6,1,4,2,2,4,4,5,5,4,3,4,5,4,4,1,5,4,3,4,5,2,4,4,3,4,5,2,5,4,5,3,5,3,3,3,3,2,3,4,3,3,2,4,4,2,4,2,3,4,5,4,6,4,2,3,4,6,4,6,2,2,19,White,Bpk,12,2,8,8,1,1,49.141006469727,-122.85690307617,-1,
R_3JpZ0X0F23t3xrM,Default Response Set,Anonymous,,,96.55.192.10,0,2017-12-03 23:06:52,2017-12-03 23:10:48,1,40653,1,,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,3,4,3,3,4,4,4,5,4,5,5,3,3,5,3,4,4,1,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,5,4,3,4,4,5,5,3,2,3,2,3,3,3,4,4,4,3,2,3,3,3,3,4,4,4,5,3,3,5,3,5,4,4,4,2,18,asian,psychology,1,2,2,2,1,1,49.128494262695,-122.62359619141,-1,
R_24BLRpYxOzMmYfR,Default Response Set,Anonymous,,,64.180.169.166,0,2017-12-03 22:43:24,2017-12-03 23:30:52,1,11723,1,25,1,5,4,5,2,5,4,2,4,4,4,4,3,2,4,6,4,3,4,3,3,4,5,3,6,5,5,5,5,5,4,3,3,4,5,4,6,6,5,7,5,5,6,6,5,5,5,4,3,4,5,1,4,4,5,3,6,6,7,6,5,4,5,4,4,4,6,4,6,5,5,6,6,5,5,5,5,4,4,4,5,4,6,3,3,4,4,4,3,2,5,4,4,4,4,3,3,3,3,5,3,4,3,4,5,2,6,4,6,3,4,1,18,sikh,undeclared,8,8,8,8,4,1,49.099700927734,-122.65260314941,-1,
R_3hDO7I61pQiIZRD,Default Response Set,Anonymous,,,205.250.221.195,0,2017-12-05 10:09:01,2017-12-05 10:21:08,1,8982,1,80,1,6,5,5,3,3,2,4,5,3,6,4,3,2,3,5,3,3,5,3,6,6,4,3,5,5,2,5,5,3,3,5,5,5,3,3,3,6,4,3,4,3,6,5,5,5,5,3,5,3,5,1,3,3,4,4,6,7,6,6,4,4,5,5,5,6,5,5,4,5,5,5,6,5,5,6,5,4,3,3,4,5,6,3,4,5,4,5,4,5,3,4,4,3,3,4,3,3,2,4,3,3,2,3,3,5,6,5,6,4,4,1,18,Canadian,Economics,15,4,4,3,1,1,49.15510559082,-122.91239929199,-1,
R_Ycu0ewtkQc9sYCd,Default Response Set,Anonymous,,,207.23.170.204,0,2017-11-28 11:03:59,2017-11-28 11:04:09,0,59817,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
